D1|D2
26932|10924
10721|12920
19950|595
2947|2795
1341|5028
16930|21882
16285|9877
3345|2549
6258|22920
6441|7732
17900|6892
21426|9135
19508|4485
5635|9082
22901|17783
11541|10405
3752|1539
14802|1918
9535|13089
26878|15368
4706|20670
15126|7792
16926|22232
23830|6263
10725|12614
5467|23043
1634|13507
16222|15141
14755|5829
3580|15831
8895|688
23247|21872
20196|12963
7668|4227
530|6847
4391|14063
7603|9621
123|7865
10248|19455
26538|10844
5090|21591
27310|12309
4805|12474
2450|11343
19762|16262
21508|2418
21767|13690
6713|17971
13776|21576
25824|4645
25873|582
4700|21211
16790|793
5542|16853
13036|17468
24829|21704
10257|18719
26138|11365
7086|19794
6511|1983
14705|9983
16974|18268
15592|1897
26267|662
4532|2389
14377|4442
6028|9308
16367|3121
20522|18693
4791|13674
23047|5728
18974|16105
10674|16896
14314|9681
5146|16973
3355|1786
1711|7175
17057|11429
15825|15378
2726|21238
21793|11560
18209|14111
9087|17556
11940|10162
7672|3936
13597|3702
8831|6066
25007|6903
8643|21671
24919|14208
26406|21859
18993|14559
14183|20581
19359|16951
27037|2258
10410|6072
13422|18214
19375|15627
14676|12472
24516|14966
20131|18471
24505|15885
13786|20811
7306|1577
12281|14634
7239|7163
12983|21904
17190|402
7536|15277
5496|20745
10032|4710
23679|18873
25774|8882
26908|13067
20982|13348
1139|21940
11454|17751
11821|20090
26608|5140
7705|1263
18176|16926
14262|14100
4476|7117
19698|21661
9498|16280
11798|22008
8638|22124
20865|23103
522|7629
10398|7112
1322|6773
24108|16071
11151|10173
4807|12443
10428|4643
8112|257
18368|965
23114|259
6814|9693
898|9213
3194|15258
6730|16685
24937|12858
15523|7768
884|10377
20156|16448
2386|16793
9442|20961
16200|17122
8452|4827
6096|3786
17081|9512
24894|16449
469|12078
2418|14148
23288|18620
27059|536
19725|19496
27613|20104
7285|3410
11243|2579
23467|3811
15914|8123
139|6719
13421|18439
1160|20278
25348|11491
24481|17918
19486|6546
9846|20253
19343|18405
177|3574
17835|12508
6317|18239
18122|21448
26431|19923
134|7150
13408|19540
19765|16205
25721|13389
12013|4259
15485|10999
12054|860
6688|20250
20868|22944
17084|9332
3274|8695
15076|12154
7841|22861
24637|5073
3561|17640
4417|12127
6443|7811
598|1434
2046|12319
20926|18178
17880|8848
10026|5362
22482|20105
12276|15225
9463|19317
13539|8701
26219|4789
13973|5453
18896|22822
21915|1618
24044|21515
4306|21378
4687|22520
7704|1496
11446|18584
12000|5354
23716|15961
2194|73
15170|4389
15221|157
17773|17761
2827|13079
11946|9883
1669|10892
8021|7959
8839|5599
1400|460
22313|1380
23663|20398
2884|8359
843|13930
12442|1468
21905|2462
10431|4549
501|9557
1615|15397
7181|12179
17493|8262
14307|10557
22134|16276
20696|4555
17852|11243
11112|13583
10733|12273
16362|3839
2517|6081
12657|16444
9202|8270
6932|94
17083|9510
16757|3798
1344|5138
21782|12713
2769|17947
25393|7896
3501|22722
20540|17490
4528|3017
15601|1448
18643|11146
10256|19124
19810|12592
20288|5675
5918|18751
20547|16946
13766|22704
25306|15205
23671|19799
6668|22041
10300|15493
22528|16357
24225|6577
25436|4426
133|7393
4519|3809
15821|16032
25240|20638
10294|16009
25323|13752
10682|16565
3505|22438
18653|10353
13558|7231
14276|13173
7219|9105
24688|932
18642|11255
18922|20786
18951|18379
11191|7109
15454|13706
5526|18543
4562|266
18579|16474
6266|22661
6348|15855
6682|20906
2550|3418
16314|7911
2458|11059
1658|11929
11429|20140
8406|8907
5255|8297
22717|747
26011|22287
878|11150
9026|22996
24470|19125
11439|19325
22463|21823
99|10270
15955|4933
24974|10067
16530|22742
20238|9938
543|6199
7558|13783
9680|1504
12032|2900
8298|17906
22172|13256
21812|10367
2394|16415
14641|15736
23710|16666
9074|19021
19324|20259
14407|2366
2056|11706
25296|16067
7531|16046
17391|16851
8494|1641
26881|15592
24202|8584
14397|3202
24819|22899
26546|10633
4524|3480
17867|10104
22842|23156
8803|8763
24138|13948
21350|15978
27411|4451
2038|13225
12743|9463
2837|12448
13609|3124
7322|631
13134|9782
12611|20422
3290|7625
1253|12857
13138|9425
5657|7766
17979|847
23099|1862
8089|2520
12339|10210
24440|21684
55|13994
23406|9205
15406|17835
9848|20389
1364|3653
3346|2987
12242|18305
18682|8082
25772|9382
2952|2930
10000|7790
26444|19152
4895|5512
16729|6312
26824|20383
24925|14161
4715|20448
24874|18400
19453|9601
19843|10048
25460|2602
8442|6035
16360|4231
14335|8467
12588|22396
25361|10829
11982|7158
9878|17921
13616|2580
1575|18958
21342|16692
22975|12222
10423|5478
25854|2685
20486|22193
23863|4050
26493|15189
3190|15992
22068|22018
18919|21240
11831|19714
7174|13019
21465|6525
22468|21574
7872|20615
24047|21590
4158|1202
20729|2075
5579|14326
24908|15629
18344|3411
23025|8106
5133|18588
10727|13044
22255|6472
1566|19744
9048|21327
6684|20950
14030|1066
2824|13642
14360|6446
11166|9392
3285|8148
7563|13520
8450|5441
3653|10378
2003|16261
25000|8087
8649|21688
20171|15643
18569|17538
15471|12517
8751|13246
19298|22569
22575|12718
2504|7462
2835|12759
24639|5295
21781|13075
12185|23125
18664|9648
20727|2309
13634|1201
18544|19661
23413|8748
16310|8465
11085|16144
19116|4945
1967|19282
24300|651
12016|4403
1318|7615
1760|3697
7229|8536
21501|3588
23109|1186
12711|12301
349|22525
7627|8280
18771|851
11396|23132
25055|3583
8001|10004
19523|3967
10085|895
17587|799
21359|15408
22881|20155
7520|17184
18604|14698
24148|13295
17453|11914
14718|9552
24107|16693
8849|5168
15594|2423
24526|14680
26111|14199
18522|21550
17022|14969
6438|8699
14378|5048
22483|20467
14711|10176
18927|20692
16994|17303
8099|1903
2546|4054
13878|13762
25479|1132
12053|1397
22905|18195
4111|5241
2545|4154
13587|5153
5121|19719
24089|18277
14969|21564
3920|21110
20083|23094
5943|17051
17842|12490
15225|323
21783|13057
27412|4623
6936|156
15749|22365
14714|9967
161|5439
6703|19516
2382|17710
1298|9377
24193|9620
17059|11920
15824|16165
2946|3682
13938|8865
12648|17632
17431|13853
22617|9405
5988|13337
26525|12680
24989|9100
3187|16463
14372|5589
1188|18539
8449|5706
23353|13839
21303|20151
24296|1101
26107|14623
21380|13750
12388|6435
3603|14707
16395|1531
19505|5590
2385|17508
9108|16564
10722|13670
13502|12316
13177|6526
24824|22882
10718|13995
16648|13350
6813|10430
14333|8886
15823|16286
19520|4330
4160|1272
6789|12445
19853|9459
1657|12406
13410|19938
13201|4514
13132|10241
18656|10511
14736|8191
18327|5041
22891|19441
8650|21814
19003|14521
17942|4277
4879|7146
7087|20492
5993|12993
1205|17171
17543|4634
19912|4608
23299|18395
4486|6999
18686|8062
430|15975
11833|19784
11929|11816
19401|14241
16355|4911
19532|3367
16725|6967
11245|3078
4108|5618
14246|16117
24921|14811
25620|22329
10851|3011
18936|20071
24211|8224
26820|21040
12352|9482
9695|648
27269|16540
795|18457
26635|3630
2150|4299
16383|2629
6403|11767
8810|8589
391|19234
12698|13577
23069|4752
17769|18676
19694|22728
9258|4165
15951|5727
11457|18285
3975|16690
1799|685
5895|21175
6758|15074
12406|5033
11665|1010
21349|16425
23815|8350
2494|8545
5094|22120
12391|6283
16786|1940
20184|14867
7996|10646
20502|21239
16334|6733
864|12773
26501|14790
14206|19515
6386|13195
16000|1696
22335|167
21323|18623
1320|7710
8472|3916
15913|8898
12644|18079
5123|19746
16993|17604
3942|19477
16219|16304
14280|13406
26093|15983
15176|4572
21414|11107
601|1870
26405|22858
5904|20468
17414|15433
12461|552
9691|1058
3153|19432
14594|20092
6387|13170
15107|10283
14181|21613
21904|3189
27018|4763
11936|11344
19370|16905
24672|2819
6414|10950
19881|7314
22890|19706
20618|11673
6424|10109
17096|9089
9855|20247
25617|22702
11145|11506
13930|9706
5205|12996
11864|17343
11170|9428
10354|11619
14220|18401
23772|12021
6858|6868
12840|1874
2844|12362
18123|22133
17583|1422
19691|23115
218|949
27242|18983
13650|234
13600|4384
22333|426
21480|5685
9434|22479
7605|10442
1159|21170
3612|14174
5627|10783
5233|10702
20322|3486
18376|1162
2123|6698
22693|3299
10878|919
16192|18604
20550|17386
18374|1384
17156|4172
6744|16390
2972|1776
17584|1409
17383|18092
2107|8041
18514|22526
8780|11236
7092|20267
20157|17221
25664|18867
16370|3857
910|9101
3112|22937
22721|1011
18213|14726
7907|18172
13959|7406
25040|5202
15876|12140
2913|6709
11233|4282
11988|7161
16559|20994
19791|14871
11147|11411
1222|16001
22498|19559
24150|13516
24143|14096
9227|6959
22668|5451
5619|11496
24462|20434
11196|7358
1727|6864
25389|8971
26883|16042
509|9663
8883|2752
18297|7844
18970|17521
12467|208
5592|13756
16624|15625
8901|1252
27028|4017
19706|21950
23892|2193
24878|18634
23028|8370
27208|21849
8892|2021
21751|16052
25036|5522
4331|20143
15417|17492
14657|15036
11283|170
21766|14801
21846|8162
3376|1110
21795|12452
9285|2192
25293|17043
353|22649
24175|11513
7477|21176
12211|21493
8457|5370
25757|11307
21686|21485
15949|6128
17051|12975
16812|42
9267|3690
9072|19876
4382|15936
19858|9413
10724|13860
21849|8001
1600|17483
15835|15644
13782|22200
11836|19880
27297|14518
19306|22455
16761|4321
17879|9830
14804|2913
22602|11029
17557|3769
20173|16018
24041|22658
5681|6461
15409|18209
14721|9785
880|11722
16223|16194
17925|5996
13896|12725
11571|9097
936|7081
11648|2734
19485|7636
24588|10080
22080|21631
22252|7349
16771|3512
17523|6633
19493|6976
23872|3956
4338|19638
12356|9523
21119|3080
16541|22591
22855|22825
17975|1880
111|10049
26868|17473
12733|11019
9900|16778
15831|16034
3617|13966
22925|17061
20562|16584
2885|9198
2071|11222
7732|101
6335|17750
17429|14475
24484|18698
9494|17722
18296|8040
2031|14552
23268|21342
27032|3828
10369|10629
11959|9719
24312|221
23715|17004
15623|516
23910|817
7927|16704
16209|17416
27373|8365
24689|1759
3541|20313
14696|11961
26674|849
1636|14591
21896|4186
13957|7774
14993|20089
22637|8214
14426|1588
23382|11915
5574|15434
16246|14373
18365|2343
10258|19873
17987|948
7866|21801
3373|1506
12842|2040
17478|10464
8273|20798
21313|19845
20515|20543
23480|3820
4767|16894
4410|13755
5720|3328
897|10427
18678|9159
4858|9354
13204|4743
17050|13208
14384|5112
19467|9212
24684|2164
27344|10761
5902|21005
17539|5393
19781|15964
3341|4206
21477|6271
15075|13343
8771|12272
22264|6482
14026|2104
12387|7073
23770|12553
20182|15440
21527|2115
17564|3368
11812|22034
22469|22229
4735|19594
14631|17408
11544|11505
15222|1131
17818|15041
3786|66
12787|6626
15802|18529
14400|3859
24054|21789
390|19796
27351|10230
15435|16265
21541|979
24139|14721
17447|13088
7863|22155
22337|438
772|20874
22676|5071
21094|5298
24046|22429
19077|8868
12682|15375
4743|18966
12719|12341
12275|16426
14584|21392
4070|9296
9147|13893
7929|16679
8348|14674
25366|11246
980|3639
6533|1498
20104|21969
16324|8028
21037|10066
212|1850
15838|15594
3130|21808
9083|19220
13139|10243
20280|7359
2534|5737
10460|3229
22081|21712
26203|7325
3139|21071
25621|22804
17746|21118
13020|20166
10752|11784
22888|20316
22685|4394
13070|16022
20298|5912
64|14163
7886|20310
20201|13954
16275|12123
8469|4686
9895|17393
12020|4848
2441|13493
18000|29
8003|10590
21824|10306
26828|20953
23736|15512
2072|11355
3518|22408
23820|8534
12225|20645
15542|7474
25782|9543
22474|21943
22511|18872
747|23032
11679|408
16701|9588
3362|2597
4739|19376
15466|13767
5534|18946
15416|17913
20316|4441
5264|8578
13211|4326
12634|19449
14823|1606
12374|8265
17130|6735
11837|20107
3523|22030
9195|10008
4837|11269
5168|16563
22687|4302
13998|4593
21909|3334
12849|1657
18994|15901
20260|9129
10756|11540
22496|20144
8752|14025
18234|13440
17496|9160
9281|2882
20959|16628
10315|15365
24064|21060
15915|9305
22635|8594
27278|16505
18538|21021
17170|3487
26195|8089
22723|1345
960|5413
2760|19852
7180|13439
15517|9622
1295|10383
22986|12282
1153|22170
6788|13211
23425|8607
19067|9865
4038|12099
7858|22729
5248|9971
6941|537
19366|17821
16633|15284
15187|4228
8704|18040
21697|20945
20248|10195
25462|3366
8416|9197
26872|17411
26426|21659
6815|11001
22956|14799
7190|12646
14664|14918
13791|21841
7291|4261
17370|19691
15019|18197
26127|13719
1331|7432
5316|4362
24504|17357
174|5166
10101|429
17210|179
3931|21008
17189|1923
11516|14050
2723|22983
14773|5857
8301|18753
17605|172
12816|4448
9239|6430
6894|4482
20323|4006
25458|3792
16152|22506
26890|16010
11259|2630
9243|6119
9142|14495
26235|4850
21671|23176
27420|4804
27465|1068
13802|20936
13574|7100
9127|15759
3534|21233
16652|13812
8487|3365
8008|10354
11843|19739
25492|938
27247|19113
1389|2671
4168|1386
24968|11665
9501|17503
18703|7418
11287|332
388|20229
754|22622
23897|2292
2852|12330
27235|20127
14208|20038
25846|4341
12296|14897
19166|1736
905|10097
14963|22917
27395|6849
7126|18037
5487|23003
24115|17015
2139|5986
17866|11385
21542|1196
7647|7584
24085|19499
17365|20195
19113|6196
21406|12482
1671|12071
23782|11878
21295|21690
1380|3454
10764|11007
1288|11096
488|11962
7679|4942
3560|19133
10349|12711
5257|9353
24090|19069
4074|9235
20574|15987
23890|2899
2822|14850
11278|1134
21710|19995
12789|6778
7946|15540
7153|15822
4039|12150
529|8575
3193|16843
19778|16566
6554|30
11063|19000
18590|16869
13910|12084
6846|8552
12335|11743
26205|7368
14253|16391
17333|22872
17747|21277
6890|4925
16154|22420
4771|16954
23708|18036
11433|21067
1388|2844
13108|13108
2585|1792
6041|9872
14809|3031
20581|15482
7953|15020
5183|15541
15420|17868
21528|2410
10373|10757
22979|13048
14973|22196
10285|18058
21863|7374
7476|21834
9133|15373
3996|15777
18593|16633
15470|13688
15088|12627
10408|7873
14729|9665
7941|16021
18778|1268
2178|2837
10812|7108
13495|13780
24883|18900
21448|9034
892|11280
6817|11034
9294|2048
27076|672
20276|8059
25675|18652
13057|17391
4059|10580
8364|13724
13792|21925
12681|15837
14674|14255
2513|7834
6537|1516
22874|21780
18950|19848
4016|14168
21525|2737
26821|21933
5252|9892
1186|19683
414|18228
7500|19908
21517|3387
26187|9027
24144|14718
13021|20415
11938|12000
19117|5974
1585|19346
995|2787
8693|19208
13480|15090
21533|2043
17922|6898
369|21985
22545|16407
13245|1873
23486|3840
14041|1342
5731|2925
5540|18779
12326|12621
8779|12082
17856|12378
26823|21737
774|21151
24624|7651
9520|16137
26936|12366
7864|22517
16351|6209
3662|10835
14406|3799
18143|21304
9585|10737
24564|12643
7097|20654
16308|9820
5165|17165
24660|4747
21065|8201
2087|10503
7109|19652
11285|728
23074|5296
5655|9264
5335|3062
2838|13705
19797|15143
10461|3579
16002|2432
5351|1743
7971|13669
3961|18807
14801|3814
18184|17934
7158|15606
10304|16625
8398|10987
8381|12421
24198|10350
26234|5139
5499|22251
12244|19481
8353|14749
17364|20503
13237|2601
24870|20067
22565|14797
10771|10670
17601|826
10678|18386
216|2008
13078|15789
25026|7130
3729|5336
15364|22656
817|17664
22883|21221
14351|8475
8351|14945
23036|8518
17986|1688
18920|22459
24942|14178
26518|14445
4828|12440
23328|17039
21497|5173
1396|2395
7724|1467
10887|1078
3770|1958
6072|7512
13556|8911
121|9921
15970|5162
2183|2612
17840|13788
775|21179
6781|14211
22708|3010
24987|10401
17205|1001
26925|13388
14435|1534
13232|3077
26433|21458
26185|9274
14848|28
18578|18107
16158|22372
17750|21309
11452|19730
6095|5610
17573|3227
1313|9307
17058|13186
2954|4185
8046|7535
14769|6565
927|8586
19399|15499
23052|7204
544|7611
1758|5158
23373|13322
8887|3263
1546|22758
14326|10609
7151|16303
19790|15849
9499|18020
10233|22637
11050|20360
25469|3273
26157|11708
3547|20532
4565|1574
5158|17891
6344|17768
194|3926
2563|3911
24086|19713
3598|16306
10685|17899
10837|5283
23411|10263
26641|4257
2878|10542
21083|6877
23667|21777
382|21104
19143|4045
17397|17904
27397|7054
23409|10412
15448|15806
15613|2112
12271|17356
24998|9578
18564|19323
11289|597
21489|5979
1245|15034
26549|11996
27034|4509
5124|20769
1811|838
10768|11060
19474|9378
5212|13461
1393|2766
21716|19891
12872|267
12221|21535
9999|9375
25254|21190
7326|1849
25369|11647
11453|19760
1269|13066
17602|900
17381|19242
2181|2917
9263|4944
14396|4893
11598|7747
11461|19118
6931|1895
18355|3976
10709|15991
5673|7994
10638|21880
20519|20967
2189|2268
3985|17041
2958|3978
16611|17655
10014|8157
3321|6625
13945|9555
21922|2814
10867|2916
19796|15486
9448|22391
6360|16550
7903|19555
2415|16292
468|14057
11496|16243
24683|3097
12022|5371
1588|19410
11965|10077
12649|18843
9540|14766
8033|8778
25795|9118
12710|13786
11625|5571
26186|9379
22215|11349
13482|15290
8261|22639
15942|7713
4927|4436
11667|2078
1031|132
25090|2058
17013|17131
17079|11653
3952|19834
20314|5277
6413|12197
15946|7370
1247|14981
7571|14388
5286|7438
10627|22878
15520|9966
6777|14745
24842|22653
11211|7170
19328|21575
21790|13892
5593|14736
24983|11022
10332|14617
22161|15868
1687|11251
21408|12828
6052|9397
4955|2154
21028|11594
12459|1934
19129|5373
15010|19551
7504|19978
10230|23100
19418|14144
13578|7338
6024|11750
24243|6882
14608|20156
7282|5630
4369|18042
11027|22474
14825|2185
1621|16756
6057|9025
11035|21836
18270|11171
23797|11178
18961|19343
975|4846
10462|3852
1603|18262
872|13397
18965|19016
8508|2216
20376|196
859|14486
13628|3220
366|22635
8739|15809
14228|18954
15215|2567
26475|18245
14699|12634
23462|6198
19133|5057
24529|15932
20139|19861
19801|15147
12277|17057
2095|10208
15189|4776
21401|13476
3003|384
12864|1141
14376|6717
24282|3722
25310|16720
17944|5496
21916|3491
18171|19411
7633|9316
8858|5940
4970|986
10017|8071
25446|5444
22100|20974
2350|21833
14838|1123
25505|548
22887|21187
25401|9182
12309|14432
151|7759
9851|21871
19340|20730
9869|20373
13846|17972
9225|8284
4582|442
5725|3872
21041|10610
17599|1388
11651|3559
26870|18289
22967|14584
13166|8857
14666|15432
2784|18621
3328|6237
7321|2487
9624|7945
24229|8130
8065|6297
9470|20756
17033|15628
10325|15329
24898|18205
8888|3527
17916|7874
16296|11264
13513|12871
24231|8024
21346|18106
19874|9209
25829|6471
19502|7315
20329|4211
7159|15948
8729|16717
15003|20287
10817|7248
1784|3333
22540|17289
7177|14478
24475|20562
9967|12290
7644|8492
3721|6406
4860|10175
25386|10495
15899|11434
19825|13306
2109|9151
5685|7253
14219|19853
3288|9614
24449|22690
13419|20698
2768|20016
12739|11605
2112|8927
23275|21843
23755|14831
11043|21334
13420|20653
7102|20752
18321|7098
21467|8122
24574|12398
23525|1147
14765|7333
9562|13178
19341|20737
21106|5311
23682|20872
16959|21817
9313|1094
5292|7151
13510|13181
15787|20792
23722|17540
7098|21117
6830|10591
21481|6995
7093|21530
7604|11886
11604|7569
4958|2119
23530|761
3303|8423
7921|18338
16322|9184
22348|556
23760|14429
15759|23143
3665|11159
15638|469
21395|14166
5310|5717
4768|17931
569|6007
3641|13179
15413|19129
21390|14560
23879|4581
6543|1698
19000|16314
17614|294
7182|14184
18133|22741
23019|10421
25243|22493
12295|15785
961|6250
24093|19578
17566|4318
814|18458
16425|716
12266|18234
21864|8029
9063|21917
25781|10560
24453|22482
5983|15438
15521|10196
198|4070
5733|3425
4076|9884
3372|2780
17869|11927
633|736
14383|6354
16318|9583
17820|15989
24192|11456
24923|16322
3592|17290
3667|11064
16804|2066
16710|9845
18712|7522
9552|14160
3222|15254
3779|1791
22542|17317
21072|8256
23385|12881
23442|8150
3572|18965
16984|19865
23468|5989
23748|15516
3967|18960
24275|4540
24053|22966
4482|8979
26258|3848
17748|22042
0|20550
13434|19658
5569|17084
22489|21751
10422|7490
5186|16101
2911|8328
9065|21844
3692|9044
14379|6741
7911|19308
12720|13374
11469|18906
15578|5534
6150|1656
8387|12593
25694|17930
13050|18789
13830|19589
4826|13236
503|11602
2041|15025
3287|9915
22104|20976
25111|792
17003|18378
6355|17404
13497|14466
26648|4294
26910|15322
1705|10152
26091|17763
11053|20710
11428|22349
6805|12835
9626|8073
8809|10342
25390|10422
10379|11104
3386|1720
6404|13376
17859|12892
13072|16998
11114|15662
6010|13313
19894|7836
8777|13020
20971|16736
4543|4001
22702|4141
16030|846
21723|19854
16797|2719
9222|8874
5300|6724
25264|20841
25287|18937
15163|7273
15923|9728
1689|11529
12258|19053
23375|13857
16571|21520
9168|13371
20594|15297
2570|3948
19029|14121
24603|10254
9530|16085
7311|3678
9119|17459
18205|16966
25443|6077
4194|238
16948|22982
7884|21646
17759|21217
23526|1300
5641|11211
22211|12139
8018|10527
11425|22683
5108|22706
14788|5709
7526|18608
1391|3536
14821|2974
5607|14070
23329|17688
19388|17113
11507|15889
26937|13114
7515|19539
10770|11520
4749|19749
21370|16435
11827|22087
5695|6783
9868|20870
8798|11375
22227|10893
15852|15740
21962|121
21721|20119
24657|5837
22753|0
25859|4377
7643|8959
9599|10447
14391|5904
23104|3626
20757|1810
12324|13632
26048|21471
22301|4733
13564|9056
19525|5822
12774|9091
24929|15988
9666|4897
20559|18299
25312|16977
13929|11516
14298|13656
13975|7700
187|5244
14832|2148
27024|6036
27015|6782
1642|15555
22083|22918
13859|17372
4843|12017
13663|879
10643|22141
5742|2941
23727|17524
6853|9050
17360|21687
25740|14320
4742|20419
16433|321
7253|8611
1551|23147
17141|7140
9942|14826
23313|19158
26255|4296
6070|8511
15546|8463
21019|12945
26602|8268
16646|15465
14845|1111
20152|19374
5709|5730
14261|16791
5533|20344
87|13607
4431|13505
15874|13990
22568|15494
17841|14612
7703|4085
16221|17995
23866|6055
2791|18571
14761|8086
6157|1349
5623|12893
6316|20912
20129|21294
12792|7684
4004|16207
881|13277
13182|8083
19436|13284
9965|12957
19888|8588
1649|15072
4190|780
22683|5976
13531|11925
22318|3505
26228|6608
18674|11039
11152|12756
206|3779
12247|20201
14853|484
16764|5716
13953|9646
834|17199
27402|7480
4969|1681
1607|18586
9600|10543
1792|3239
172|6628
2222|316
22258|8517
23675|21975
4787|16806
1204|19278
25275|20266
5381|269
14786|6104
9170|13479
1555|22922
23796|11923
127|10375
15828|17900
9059|22695
3986|17757
19984|640
5329|4592
27003|7931
950|7608
5109|22862
8932|481
17847|14210
10842|5794
13488|15553
27219|22713
803|19817
19197|471
26095|17707
24228|8877
26554|12376
13592|6931
25008|9627
22135|18755
15597|4354
2215|942
19823|14028
14808|4287
11996|8308
24695|2852
23739|16678
20765|1370
15918|10469
22878|22601
21714|20907
8438|8725
5125|21563
16743|7571
209|3617
1000|3497
18383|2526
2061|13743
10712|16609
21429|11853
21038|11528
908|11147
15917|10595
16632|16785
