id,label,author,year,title,type,institution,journal,volume,pages,address,date,booktitle,publisher
34,brodley1992b, C.E. Brodley and P.E. Utgoff. , 1992. , Multivariate versus univariate decision trees. ," TR 8, "," Department of Computer Science, ",,,,"University of Massachussetts, ",,,
35,brodley1992b, C.E. Brodley and P.E. Utgoff. , 1992. , Multivariate versus univariate decision trees. ," TR 8, "," Department of Computer Science, ",,,,"University of Massachussetts, ",,,
36,brodley1992b, Carla E. Brodley and Paul Utgoff. , 1992. , Multivariate decision trees. ," Technical Report MASSCS 92-93, "," University of Massachusetts,",,,," Amherst, ",,,
37,brodley1992b, Carla E. Brodley and Paul Utgoff. , 1992. , Multivariate decision trees. ," Technical Report MASSCS 92-93, "," University of Massachusetts,",,,," Amherst, ",,,
38,brodley1992b," Brodley, C. E. and Utgoff, P. E. ", (1992). , Multivariate versus univariate decision trees. ," Technical report, ", Department of Computer Sciences University of Massachussetts. ,,,,,,,
39,brodley1992b," Brodley, C. E. and Utgoff, P. E. ", (1992). , Multivariate versus univariate decision trees. ," Technical report, ", Department of Computer Sciences University of Massachussetts. ,,,,,,,
40,brodley1992b," C.E. Brodley and P.E. Utgoff, ",, Multivariate versus univariate decision trees. ," COINS Technical Report 92-8, "," Department of Computer Science,",,,," University of Massachusetts, Amherst, MA. ",,,
41,brodley1994, C. E. Brodley and P. E. Utgoff. , 1994. , Goal-directed Classification Using Linear Machine Decision Trees. ,,," Machine Learning, ",,,,,,
42,brodley1994, C. E. Brodley and P. E. Utgoff. , 1994. , Goal-directed Classification Using Linear Machine Decision Trees. ,,," Machine Learning, ",,,,,,
43,brodley1994, C. E. Brodley and P. E. Ut-goff. , page  1994. , Goal-directed Classification Using Linear Machine Decision Trees.,,," Machine Learning, ",,,,,,
44,brodley1994," B. Draper, C. E. Brodley, and P. Utgoff. ", 1994. , Goal-directed Classification Using Linear Machine Decision Trees. ,,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ",,,,,,
45,brodley1994, C. E. Brodley and P. E. Utgoff. , 1994. , Goal-directed Classification Using Linear Machine Decision Trees.,,," Machine Learning, ",,,,,,
46,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
47,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
48,brodley1995," Brodley, C. E. & Utgoff, P. E. ",," , ""Multivariate decision trees"",",,, Machine Learning. ,,,,,,
49,brodley1995," Brodley, C. E. and Utgoff P. E. ", (1995)., Multivariate decision trees. ,,," Machine Learning, "," 19, ", 45-77. ,,,,
50,brodley1995," Brodley, C. E. and Utgoff P. E. ", (1995)., Multivariate decision trees. ,,," Machine Learning, "," 19, ", 45-77. ,,,,
51,brodley1995," Brodley, C. E. and Utgoff, P. E. ", (1995). ," Multivariate decision trees, ",,, Machine Learning ,19: , 45-77. ,,,,
52,brodley1995," Brodley, C. E. and Utgoff, P. E. ", (1995). ," Multivariate decision trees, ",,, Machine Learning ,19: , 45-77. ,,,,
53,brodley1995," Brodley, C. E. and Utgoff, P. E. ", (1995). ," Multivariate decision trees, ",,, Machine Learning ,19: , 45-77. ,,,,
54,brodley1995," Brodley, C. E., & Utgoff, P. E. ",, (in press). Multivariate decision trees. ,,, Machine Learning. ,,,,,,
55,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
56,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
57,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
58,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
59,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
60,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees. ,,,"Machine Learning, ",,,,,,
61,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1994). , Multivariate decision trees.,,," Machine Learning, ",,,,,,
62,brodley1995," Brodley, C. E., & Utgoff, P. E. ", (1995). , Multivariate decision trees. ,,," Machine Learning, "," 19 (1), ", 45-77. ,,,,
63,brodley1995," Brodley, C. E., Utgoff, P. E. ", (1995). ," Multivariate Decision Trees, ",,," In Machine Learning, "," 19, ", 45-77. ,,,,
64,brodley1995," Brodley, C.E. and Utgoff P.E. "," (1995),"," Multivariate Decision Trees, ",,, Machine Learning ,"19, ", 45-77. ,,,,
65,brodley1995," Brodley, C.E. and Utgoff P.E. "," (1995),"," Multivariate Decision Trees, ",,, Machine Learning ,"19, ", 45-77. ,,,,
66,brodley1995," Brodley, C.E., and Utgoff, P.E. "," (1995), "," ""Multivariate Decision Trees"", ",,," Machine Learning, "," 19, ", pp. 45-77. ,,,,
67,brodley1995, C. E. Brodley and P. E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-77, ",,,,
68,brodley1995," Brodley, C.E. and Utgoff, P.E. ",," ""Multivariate Decision Trees"",",,," Machine Learning, ",,,,,,
69,brodley1995," C.E. Brodley and P.E. Utgoff, "," 1995, "," ""Multivariate decision trees"",",,," Machine Learning, ",, pp 45-57. ,,,,
70,brodley1995, C. E. Brodley and P. E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-77, ",,,,
71,brodley1995," Brodley, C. E., and Utgoff, P. E. ", 1994. , Multivariate Decision Trees. ,,,  Machine Learning. ,,,,,,
72,brodley1995, Carla Brodley and Paul Utgoff. ,," ""Linear Machine Decision Trees,"" ",,,,,,,,,
73,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
74,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
75,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
76,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
77,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
78,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
79,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
80,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
81,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19 ," 45-77, ",,,,
82,brodley1995, C. E. Brodley and P. E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-77, ",,,,
83,brodley1995," C.E. Brodley and P.E. Utgoff, ", 1995. ," ""Multivariate decision trees"", ",,," Machine Learning, ",,,,,,
84,brodley1995, C. Brodley and P. Utgoff. , 1995. , Multivariate trees. ,,," Machine Learning, "," 19, ",,,,,
85,brodley1995, C. E. Brodley and P. E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-77, ",,,,
86,brodley1995, C. E. Brodley and P. E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-77, ",,,,
87,brodley1995," Brodley, C.E., and Utgoff, P.E. ", 1994. , Multivariate Decision Trees. ,,,  Machine Learning. ,,,,,,
88,brodley1995, Carla E. Brodley and Paul E. Utgoff. , 1995. , Multivariate decision trees. ,,," Machine Learning, ", 19(1) ," 45-78, ",,,,
89,brodley1995," C.E. Brodley and P.E. Utgoff, ",, Multivariate decision trees. ,,," Machine Learning, "," 19, ", 45-77. ,,,,
90,brodley1995," C. Brodley, P. Utgoff, ",," ""Multivriate Decision Trees"",",,," Machine Learning, ",,,,,,
91,callan1991," Callan, J.P. and Utgoff, P.E., ", 1991. ," ""A Transformational Approach to Constructive Induction,"" ",,,,," pp. 122-126, "," Evanston, ",,,
92,callan1991," Callan, J. and Utgoff, P. ", 1991. , A Transformational Approach to Constructive Induction. ,,,,," pages 122-126, "," Northwestern University, Chicago, IL,",,,
93,callan1991," Callan, J. and Utgoff, P. ",1991. , A Transformational Approach to Constructive Induction. ,,,,," pages 122-126, "," Northwestern University, Chicago, IL, ",,,
94,callan1991," Callan, J. and Utgoff, P. ",1991. , A Transformational Approach to Constructive Induction. ,,,,," pages 122-126, "," Northwestern University, Chicago, IL, ",,,
95,callan1991, J. Callan and P. Utgoff. , 1991. , A transformational approach to constructive induction. ,,,,, pages 122-126. ,,,,
96,callan1991, J. Callan and P. Utgoff. , 1991. , A transformational approach to constructive induction. ,,,,, pages 122-126. ,,,,
97,callan1991," J.P. Callan and P.E. Utgoff, ",, A transformational approach to constructive induction. ,,,,, 122-126. ," San Mateo, CA: ",,,
98,callan1991aaai," Callan, J. P., & Utgoff, P. E. ", (1991). , Constructive induction on domain knowl edge. ,,,,, pp .614-619). ," Anaheim, CA: ",,,
99,callan1991aaai," Callan, J. P., & Utgoff, P. E. ", (1991). , Constructive induction on domain knowledge. ,,,,, pp. 614-619 ," Anaheim, CA: ",,,
100,callan1991aaai, J. P. Callan and P.E. Utgoff. , 1991. , Constructive induction on domain knowledge. ,,,,," pages 614-619, ",,,,
101,cardie1993, C. Cardie. , 1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts,",,," pages 25-32, "," Amherst, MA,",,,
102,cardie1993, C. Cardie. ,1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts,",,," pages 25-32, ","Amherst, MA, ",,,
103,cardie1993, C. Cardie. , 1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts, ",,," pages 25-32, ","Amherst, MA,",,,
104,cardie1993," Cardie, C. ", 1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Mas-sachusetts,",,,," Amherst, MA. ",,,
105,cardie1993," Cardie, C. ", 1993. , Using Decision Trees to Improve Case-Based Learning.  ,," University of Mas-sachusetts,",,,," Amherst, MA. ",,,
106,cardie1993," Cardie, C. ", 1993. , Using Decision Trees to Improve Case-Based Learning.  ,," University of Mas-sachusetts, ",,,,"Amherst, MA. ",,,
107,cardie1993," Cardie, C. ", 1993. , Using Decision Trees to Improve Case-Based Learning.  ,," University of Mas-sachusetts,",,,," Amherst, MA. ",,,
108,cardie1993," Cardie, C. ",1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts,",,," pages 25-32, "," Amherst, MA, ",,,
109,cardie1993," Cardie, C. ",1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts,",,," pages 25-32, "," Amherst, MA, ",,,
110,cardie1993," Cardie, C. ", 1993. , Using Decision Trees to Improve Case-Based Learning. ,," University of Massachusetts,",,," pages 25-32, "," Amherst, MA,",,,
111,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
112,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
113,caruana1993, R. Caruana. ,1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA, ",,,
114,caruana1993, Richard Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
115,caruana1993, Richard Caruana. ,1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA, ",,,
116,caruana1993, Richard Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
117,caruana1993, Richard Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,, 18 ," pages 41-48, "," San Mateo, CA,",,,
118,caruana1993, Richard Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,, 18 ," pages 41-48, "," San Mateo, CA,",,,
119,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
120,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
121,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
122,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
123,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
124,caruana1993, R. Caruana. , 1993. , Multitask learning: A knowledge-based of source of inductive bias. ,,,,," pages 41-48, "," San Mateo, CA,",,,
125,caruana1993," Caruana, R. "," 1993, ", Multitask Learning: A Knowledge-Based of Source of Inductive Bias. ,,,,, pp. 41-48. ," San Mateo, CA, ",,,
126,caruana1993," Caruana, R. "," 1993, ", Multitask Learning: A Knowledge-Based of Source of Inductive Bias. ,,,,, pp. 41-48. ," San Mateo, CA, ",,,
127,caruana1993," Caruana, R. "," 1993, ", Multitask Learning: A Knowledge-Based of Source of Inductive Bias. ,,,,, pp. 41-48. ," San Mateo, CA, ",,,
128,caruana1993," Caruana, R. "," 1993, ", Multitask Learning: A Knowledge-Based of Source of Inductive Bias. ,,,,, pp. 41-48. ," San Mateo, CA, ",,,
129,caruana1993," Caruana, R. "," 1993, ", Multitask Learning: A Knowledge-Based of Source of Inductive Bias. ,,,,, pp. 41-48. ," San Mateo, CA, ",,,
130,chapman1987," Chapman, D. ", (1987). , Planning for conjunctive goals. ,,," Artificial Intelligence, "," 32, ", 333-377. ,,,,
131,chapman1987," Chapman, D. ", (1987). , Planning for conjunctive goals. ,,," Artificial Intelligence, "," 32, ", 333-377. ,,,,
132,chapman1991," Chapman, D. ", (1991). ,,,,,,," Cambridge, MA",,,
133,chapman1991," Chapman, D. ", (1991). ,,,,,,," Cambridge, MA ",,,
134,chapman1991," Chapman, D. ", (1991). ,,,,,,," Cambridge, MA. ",,,
135,clark1993, P. Clark and S. Matwin. , 1993. , Using Qualitative Models to Guide Inductive Learning. ,,,,," pages 49-56, ",,,,
136,cleeremans1989," Cleeremans, A., Servan-Schreiber, D., & McClelland, J. ", (1989). , Finite state automata and simple recurrent networks.,,," Neural Computation,", 1, 372-381. ,,,,
137,clouse1992," Clouse, J. A. & Utgoff, P. E. ", (1992). , A Teaching Method for Reinforcement Learning. ,,,,, 92-101. ,,,,
138,clouse1992," Clouse, J. A., & Utgoff, P. E. ", (1992). , A teaching method for reinforcement learning.,,, Machine Learning: ,, (pp. 92-101). ," San Mateo, CA: ",,,
139,clouse1992," Clouse, J. A., & Utgoff, P. E. ", (1992). , A teaching method for reinforcement learning.,,, Machine Learning: ,, (pp. 92-101). ," San Mateo, CA: ",,,
140,clouse1992," Clouse, J., & Utgoff, P. ", (1992). , A teaching method for reinforcement learning. ,,,,, pp. 92-101  ," Aberdeen, Scotland. ",,,
141,clouse1992," Clouse, J., & Utgoff, P. ", 1992. , A teaching method for reinforcement learning. ,,,,, 92-101. ,,,,
142,clouse1992," Clouse, J., & Utgoff, P. ", 1992. , A teaching method for reinforcement learning. ,,,,, 92-101. ,,,,
143,clouse1992," Clouse, J., and Utgoff, P. ", 1992. , A teaching method for reinforcement learning. ,,,,,,,,,
144,clouse1992," Clouse, J.A., & P.E. Utgoff, ", 1992. , A teaching method for reinforcement learning. ,,,,, 92-101. ," Aberdeen, Scotland, ",,,
145,clouse1992, J. Clouse and P. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,,,,,,
146,clouse1992, J. A. Clouse and P. E. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,, pages 92-101. ,,,,
147,clouse1992, J. A. Clouse and P. E. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,,,,,,
148,clouse1992," Clouse, J.A., & Utgoff, P.E. ", (1992). , A teaching method for reinforcement learning. ,,,,, 92-101. ," San Mateo, CA, ",,,
149,clouse1992, J. A. Clouse and P. E. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,, pages 92-101. ,,,,
150,clouse1992, J.A. Clouse and P.E. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,," pages 92-101, "," San Mateo, CA,",,,
151,clouse1992, J.A. Clouse and P.E. Utgoff. ,1992. , A teaching method for reinforcement learning. ,,,,," pages 92-101, "," San Mateo, CA, ",,,
152,clouse1992, J. Clouse and P. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,," pages 92-101, "," Aberdeen, Scotland,",,,
153,clouse1992, J. Clouse and P. Utgoff. , 1992. , A teaching method for reinforcement learning. ,,,,,,,,,
154,connel1987, M. E. Connel and P. E. Utgoff. , 1987. , Learning to control a dynamic physical system. ,,,,," pages 456-459, ",,,,
155,connell1987," Connell, M. E. and Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,," pages 456-460, "," Seattle, WA. ",,,
156,connell1987," Connell, M. E. and Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,," pages 456-460, "," Seattle, WA. ",,,
157,connell1987," Connell, M. E., & Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,,  (pp. 456-460). ," Seattle, WA: ",,,
158,connell1987," Connell, M. E., & Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,, (pp. 456-460). ," Seattle, WA: ",,,
159,connell1987," Connell, M. E., & Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,, (pp. 456-460). ," Seattle, WA: ",,,
160,connell1987," Connell, M. E., & Utgoff, P. E. ", (1987). , Learning to control a dynamic physical system. ,,,,, (pp. 456-460). ," Seattle, WA: ",,,
161,connell1987, M. Connell and P. Utgoff. , 1987. ," Learning to control a dynamic physical system, ",,,," Vol. 2, ", 456-460. ," Seattle, ",,,
162,connell1987, M. Connell and P. Utgoff. , 1987. ," Learning to control a dynamic physical system, ",,,," Vol. 2, ", 456-460. ," Seattle, ",,,
163,connell1987, M. Connell and P. Utgoff. , 1987. ," Learning to control a dynamic physical system, ",,,," Vol. 2, ", 456-460. ," Seattle, ",,,
164,craven1993," Craven, M. W. & Shavlik, J. W. "," (1993), "," Learning symbolic rules using artificial neural networks, ",,,,, pp. 73-80. ,,,,
165,craven1993," Craven, M. W. & Shavlik, J. W. "," (1993), "," Learning symbolic rules using artificial neural networks, ",,,,, pp. 73-80. ,,,,
166,craven1993, Mark W. Craven and Jude W. Shavlik. , 1993. , Learning symbolic rules using artificial neural networks. ,,,,,," San Mateo, CA, ",,,
167,craven1993, Mark W. Craven and Jude W. Shavlik. , 1993. , Learning symbolic rules using artificial neural networks. ,,,,,," San Mateo, CA, ",,,
168,craven1993, Mark W. Craven and Jude W. Shavlik. , 1993. , Learning symbolic rules using artificial neural networks. ,,,,,," San Mateo, CA, ",,,
169,craven1993, M. W. Craven and J. W. Shavlik. , 1993. , Learning symbolic rules using artificial neural networks. ,,,,,,,,,
170,craven1993, M. W. Craven and J. W. Shavlik. ,1993. , Learning symbolic rules using artificial neural networks. ,,,,,,,,,
171,craven1993, M. W. Craven and J. W. Shavlik. , 1993. , Learning symbolic rules using artificial neural networks. ,,,,,,,,,
172,danyluk1993," Danyluk, A.P. and F.J. Provost",  (1993)., Small Disjuncts in Action: Learning to Diagnose Errors in the Local Loop of the Telephone Network. ,,,,, pp. 81-88. ,,,,
173,danyluk1993," Danyluk, A. & Provost, F. "," (1993), "," Small disjuncts in action: Learning to diagnose errors in the telephone network local loop, ",,,,, pp. 81-88. ,,,,
174,draper1994," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ", 1994. , Goal-directed classification using linear machine decision trees. ,,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ", 16(9),":888, ",,,,
175,draper1994," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ", 1994. , Goal-directed classification using linear machine decision trees. ,,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ", 16(9),":888, ",,,,
