D1|D2
4271|3901
206|1336
2001|3903
4858|248
2765|6027
4990|1577
324|3835
2377|5475
3435|3675
3456|1944
1655|3965
3788|3054
1350|4710
4359|4812
897|1348
4120|4180
1694|746
3995|2272
414|493
2395|4004
890|6044
4439|2296
619|3962
5098|4953
2337|644
2132|1274
4384|2783
764|133
3450|2475
4996|1133
1086|2087
2102|3776
91|2756
869|3719
2771|1496
1252|4703
710|4634
3201|2684
127|3872
3164|5751
1037|2071
3576|4334
269|4381
965|3961
4259|891
3130|390
1700|4399
2752|3103
2301|3674
1816|2973
40|2930
312|4934
1630|2037
3300|2706
3135|12
3266|5538
804|988
1503|312
4300|1630
2591|127
3063|6019
2086|1091
2954|2774
4001|1888
223|4173
2130|1541
1878|1975
3326|4686
4943|5639
2470|2010
3749|2351
387|2869
4978|2740
4394|2074
2583|4924
5006|4521
743|2005
1736|5604
3528|4327
3916|4885
4193|2374
3082|391
4101|5928
576|3585
1078|2882
1737|5530
4212|806
4618|3985
4879|2800
4702|1106
1845|4766
1168|3620
2407|3181
2043|646
2443|4310
2340|4671
1197|1234
1491|1408
163|5138
1434|2054
533|3109
1254|608
3617|1092
2830|874
2640|270
3969|556
4714|160
1861|3491
2198|95
4171|190
4991|5859
1607|5
4552|5427
4563|418
1163|4092
3416|5508
4025|4113
2490|447
1836|1487
931|2875
4422|3940
310|5268
3222|1135
800|5559
1131|2661
2391|480
4557|5032
1253|733
4420|20
565|495
159|5522
515|553
4369|4260
1409|4177
3043|3720
4015|4964
31|3869
3233|251
2237|995
1786|1563
2347|4152
4113|948
1258|4441
3298|3053
323|4226
114|5191
2565|2458
3343|3420
2724|5648
69|738
236|3268
4648|5705
68|4927
4046|2438
669|100
2748|3676
294|2556
2239|867
1684|5975
58|1668
4034|3442
2807|2883
1634|6037
4123|159
1985|5585
1690|1398
273|225
3701|2424
118|805
675|3727
4550|5691
1106|4825
1790|5396
2789|4396
1201|1041
2282|5525
4763|4400
2570|2111
2992|3952
3120|1514
161|1356
3055|2814
2302|3879
3174|5231
1652|4586
3395|3287
3694|3045
1933|5847
4134|3384
1447|1134
3214|1931
408|5449
1351|5008
314|969
1783|1925
2576|1642
3404|2552
334|3413
2822|1717
661|4951
884|2826
226|4202
4502|1543
4266|4757
2286|1170
419|4576
3466|1537
1704|327
699|5916
3294|3520
3817|1073
2331|5635
3327|4888
5057|4660
466|4781
3837|3514
4085|3410
3516|1488
702|5679
5041|1900
2414|2852
3820|852
4189|2990
1063|4402
2315|2886
2711|2781
5101|1020
5000|1223
2003|4217
3188|75
59|5832
3670|1036
3857|1899
4344|2439
1061|4593
4940|2119
569|4469
1407|4550
1686|5969
4546|2066
968|28
4959|562
4285|3250
1696|1059
2232|5724
2804|3305
4666|311
320|4683
1853|4425
2430|5690
4195|2554
1697|5097
2332|1542
2780|1224
2856|3117
2692|4442
3229|4928
3270|1526
1600|872
1687|5939
4222|328
1053|1220
2380|1669
1425|3114
2510|3171
276|182
1734|2053
3088|259
4|2284
3681|204
464|974
3809|5959
249|2434
918|164
2633|1175
1796|1018
3426|4990
3899|2604
4354|5799
693|2463
974|3718
1864|3573
1400|1130
2672|2056
1317|3932
4778|3392
991|2326
3924|4645
1747|5117
2995|3930
482|3617
1421|3508
3534|4259
5106|4857
1701|4843
1637|1969
2062|3557
2868|2190
4397|2258
611|5206
2776|5743
4853|5382
1032|3039
3155|2954
1572|3274
3517|1588
2399|4278
2820|2107
4386|3197
2786|839
4661|4961
2857|3134
943|2256
4551|5895
2668|2440
1504|753
295|2798
217|1085
3297|3488
1161|560
2526|6051
1548|5305
4232|3713
4095|2809
3918|5214
2477|1936
4388|3064
340|3180
4262|5327
175|4589
2922|1870
2737|4943
257|1893
3134|665
3933|3991
3474|1125
1370|3737
4565|4789
1888|1702
2020|3034
4019|965
3646|3251
2122|2764
4862|628
3525|1002
1846|5201
2605|3649
3551|2949
1910|3989
3383|4619
3998|2720
2564|2959
3448|3316
951|5783
2683|1293
2623|2186
3042|177
4492|2705
2451|72
1363|271
2486|1272
1895|5279
4520|4495
1662|45
170|1000
3732|4357
4169|854
347|2696
3847|3013
3865|5615
4997|1771
2843|331
3483|4567
1006|1256
4059|1814
4663|833
5042|2142
455|6032
23|5026
19|1263
3741|3638
3284|4708
4306|5896
1887|5971
3786|3996
1969|3273
3562|2127
4560|1216
2848|4047
3796|3187
5001|1473
1398|1515
4329|3998
4315|5161
1013|4803
1500|5342
83|76
3729|558
1206|1076
100|2766
2047|5010
4767|431
1764|3928
3623|1182
1005|1401
2113|3648
1451|5350
3148|3757
1847|5253
1408|4826
1343|2035
227|454
1587|2261
2842|4590
3951|2666
1238|2566
1978|2585
824|66
3170|1959
2731|5626
4312|5487
556|5938
2631|1644
3884|4142
3498|3411
1610|375
4891|2480
119|1251
4053|2417
2423|2544
3911|1928
2589|5160
587|3394
4340|3191
604|1985
1208|5102
2531|1788
819|528
1394|6052
1859|4326
2187|1683
4409|5685
4899|5974
2684|1403
3711|2173
2204|4377
728|4010
1648|1380
3370|1817
1536|2486
4513|1160
2098|5003
889|2957
2310|3801
4616|4920
5054|5426
1565|4204
1714|27
2733|1472
4872|62
1766|3910
3411|2539
4428|4153
870|457
2682|1613
2114|3710
4555|1812
268|5377
1750|1158
2881|1489
4069|5295
2085|2028
3457|2842
3979|479
1256|5298
1045|2337
4732|3532
266|5570
480|4192
4075|715
1276|3658
1867|3756
2390|1322
2007|4437
1894|1534
481|29
1118|4500
3726|5128
484|3890
4716|792
2055|4573
606|1961
2655|3924
1909|317
3635|421
5030|3422
4072|5107
1773|3418
4801|6048
4057|2265
3128|5644
660|1600
321|5162
3794|3631
3659|2550
4762|1112
2182|2262
1772|3523
826|4220
1248|1963
3568|6013
3682|4746
3570|1753
2498|617
2587|5514
4815|826
4919|387
4390|3332
2738|1191
4805|5760
2828|6012
3727|5116
393|3317
632|3968
73|5312
979|3840
2787|5334
1502|5493
2628|2144
2968|2606
3787|4263
4423|632
1453|1385
1730|2974
2545|4958
3180|1418
1815|4122
1540|2373
2045|1419
3467|2182
4745|2600
2989|892
4757|5710
4413|1493
1365|532
3050|4039
3179|1520
3381|1139
4446|2857
3971|5416
5022|4201
691|3237
4433|3944
4948|2159
753|2189
2289|1674
30|759
2482|2046
26|5190
1519|4154
4951|1917
2260|4
4114|5873
977|2
1801|1243
378|569
935|3490
4328|4503
1342|2482
2698|4627
4720|4751
4941|2793
618|1147
3274|5984
2013|51
4309|1999
3537|4630
2569|3066
1012|1222
207|2505
138|41
3131|1475
1132|3559
2456|165
3481|5211
3307|3269
517|1368
2650|4559
4270|5267
4914|967
3089|4984
4683|3762
815|5322
2353|4649
3490|394
3542|174
1377|3738
1809|651
469|1280
1537|2755
647|2903
1142|2782
4415|5558
2303|637
1588|2643
3162|3067
523|937
3778|5207
956|1863
4614|5450
4922|363
1267|4725
1403|5725
2259|4315
3286|5092
3872|1509
854|2148
3434|5091
1807|4975
1780|3119
972|552
2452|593
1391|2647
2931|5901
4185|125
3096|4496
4787|3403
3121|2416
3523|5915
1618|4293
2246|5418
2689|5517
180|4866
3638|472
3665|2328
4641|3252
3895|3726
1831|3015
1224|148
1262|1090
3393|343
4709|1708
1905|5068
1664|497
286|189
641|3495
380|581
1550|1781
4268|5571
1865|215
1965|4203
3109|3465
1216|846
3935|4553
319|1575
4381|4397
112|2376
3936|383
3247|4316
1665|458
1899|1517
3178|5950
4808|5836
939|3383
1241|2890
2652|463
3030|1858
3783|4904
1882|2940
2131|2753
4897|2553
1725|3696
1762|625
3133|1516
1838|2507
724|4862
2023|3542
3678|5443
4786|3589
1326|4054
4905|5999
1898|1638
1511|5087
2943|5017
4013|2224
468|1545
3193|4743
4784|3764
293|3785
1516|4673
1354|1741
802|2499
5048|2343
4202|2928
454|2715
2950|353
3608|3094
622|5167
4126|5155
1159|1562
3081|5871
1035|3668
1183|3673
1057|1852
5037|3285
75|1437
3278|1826
2609|4115
3002|4264
1090|3211
1797|1874
1837|2650
1729|3428
2083|2719
3928|1142
4425|851
421|5503
1362|1128
4622|4989
5105|1765
3258|3512
4276|5033
3447|4210
4132|4698
467|1695
4023|1464
2769|3148
2104|993
845|3100
767|5481
4827|274
483|380
3189|1060
5044|2741
4682|4127
2846|4962
3439|4905
4729|236
3040|1159
3841|4309
5063|1184
2389|6041
2746|982
4426|804
2313|4161
1561|5135
3418|2561
64|2415
3641|4539
4024|5518
4632|112
2551|803
3444|4501
3642|357
1462|5177
5090|3065
289|139
1824|3807
4829|149
2411|145
4288|4101
3543|398
4923|555
673|1053
4578|515
2677|2663
2741|1442
438|86
1320|4702
1945|1984
866|1430
1218|4983
2248|5509
2985|1690
2998|4707
2595|1288
4122|1536
3721|2050
2894|5158
2210|488
1162|1462
4976|291
3001|4482
4533|207
3344|4682
4814|5553
4320|5608
82|1005
4971|4821
1558|5472
4071|5789
598|3238
1884|2993
3491|693
2602|4848
5055|6049
3677|1634
1315|5176
3499|39
4333|4542
528|4966
609|2339
4655|2388
2638|5972
4861|5779
77|5547
3325|2207
50|3695
2676|2822
3409|3425
730|4601
4275|5282
1050|2630
1156|2022
2518|3663
2837|1763
288|344
3236|5511
4712|1785
4395|3521
3097|4772
477|5145
3941|4349
3827|5629
3597|4238
4179|986
2766|3587
329|5150
2265|110
2022|3900
3880|1235
2706|384
4955|2129
765|5840
2801|694
271|5894
2185|2685
4857|2088
1856|1321
3295|668
4514|5990
193|4188
4477|879
188|4610
1907|1198
4529|4750
1563|1082
1553|1913
3059|3895
3697|4183
2146|5944
887|3949
1461|5460
3760|3061
2604|4797
3495|4572
4292|3958
1833|3265
3988|4626
4084|756
2267|4109
1876|3799
189|4557
862|6046
1413|1270
1506|1743
663|2085
1324|469
3111|3706
4734|77
1604|1819
4096|3873
3264|3313
3851|3747
3795|202
720|5584
1293|3079
4117|2167
5116|5265
4811|1906
4860|1935
1937|2884
390|4314
3518|2742
4821|5186
1242|3245
5113|1444
4093|89
1114|1583
4826|4791
417|2096
2294|1951
4141|4300
3335|5663
3725|1965
695|3605
2432|2796
4960|1872
1661|1253
1716|4883
2154|5394
240|416
3828|1615
2006|1302
4273|1552
129|1443
1437|3473
4186|579
2959|4129
843|3628
4539|4071
1658|1523
3163|3590
4355|2953
4559|2419
27|5834
4147|3841
487|429
2920|3294
4534|406
2283|2913
1125|723
3292|1100
5067|1228
686|307
8|3335
4337|388
4125|5694
3249|574
242|4401
4319|5973
2781|2571
4029|1399
2109|1012
1311|5805
2360|4753
3614|3077
690|8
3116|3446
4564|2048
2068|322
4747|3240
262|2768
4886|4003
4776|4939
2177|3577
4086|4878
4768|5613
2167|313
216|2503
1042|3576
3013|3830
3699|4236
2509|603
3237|1624
287|714
1721|4575
1964|794
2924|3031
2626|3200
3578|2007
779|850
916|5867
4524|5413
3156|186
4584|4541
2775|3139
2543|1912
1938|2980
5089|3595
1001|2927
3071|3155
92|554
4272|5865
2016|605
5031|227
3125|2770
1970|342
2038|2887
3087|1836
335|886
1092|3593
3211|3852
4451|3334
3049|910
3833|1386
2783|2528
925|1093
2908|347
4836|65
486|4761
2467|80
3867|2679
430|5321
1169|1333
3583|1681
3144|1249
685|550
346|4114
4124|1832
2256|5325
1913|5129
2644|1802
3600|276
2559|4759
2582|2859
4970|5361
3006|437
4977|682
4530|5014
574|1592
759|2629
5015|5734
499|3734
2648|5588
1928|3915
2585|2637
3585|5647
4664|2105
4809|2358
4040|664
721|1707
927|5089
2858|459
3643|4937
4143|4398
2743|5909
651|3424
1364|5688
2216|4605
3836|1226
2734|2581
4580|913
42|734
3208|4200
3561|3566
2157|1325
2298|1910
1946|2453
4904|2704
33|1494
1659|1710
4532|814
2600|1445
221|2292
4617|1966
3500|481
4157|3295
2422|3942
4215|2574
4708|2615
4471|1807
1681|4002
369|2308
1438|3692
3251|4775
811|2492
613|2548
3882|5657
1441|3461
4705|2881
285|5205
2142|2623
4932|4529
304|3629
385|5103
3094|5539
4387|4719
2528|3362
3351|594
757|2900
2675|3455
1509|1929
1560|1789
2368|261
495|79
4497|3786
2329|3502
791|93
602|3494
4098|4146
586|725
3990|815
4741|4021
5074|968
4146|4261
4825|1152
3397|4986
516|2451
3150|914
203|3859
1710|1656
1029|842
3305|4452
4898|3301
2412|4842
5078|4744
428|5675
2429|3435
1378|4657
1929|3980
2744|1868
3683|1761
1458|2122
1226|901
4119|2448
4638|334
822|5762
2257|5438
2536|2761
4847|3460
1297|3209
1583|4044
1465|5653
4624|1500
5097|3198
4206|3438
2803|5199
2561|4798
2350|5937
1818|940
232|5603
49|4413
4855|2834
4968|1648
2859|566
2147|2319
4373|1876
3200|932
3389|5737
2445|2162
2|4231
773|5775
3191|1684
4487|614
677|1454
4191|604
2156|1584
559|3063
3219|3466
891|4182
1335|4197
546|61
3391|5594
930|5056
431|1416
4036|5301
4525|1578
3574|2701
4679|5197
672|6011
3311|4060
3773|2578
3653|253
993|3953
3591|5411
81|5921
500|3914
4920|1593
1724|635
3367|3536
1289|3974
3159|4418
1777|4435
3299|987
2049|2345
737|4742
2866|4168
3648|4800
4383|1137
2961|4470
3107|544
1819|5059
194|670
3359|123
1523|958
381|5630
1374|1035
5070|5560
982|810
1738|3609
680|1314
1890|3286
4670|6021
143|829
4793|4001
3723|2698
2277|3943
37|1450
427|5948
54|46
1384|4347
3908|3754
3338|6004
4931|761
90|5260
3398|5131
110|3604
4182|5605
4061|3361
894|4075
4984|475
136|1461
1599|2914
1826|456
2598|6020
3982|1739
4066|2958
1102|3217
1787|3707
274|2307
5028|947
1077|5290
1676|630
3511|3973
1038|346
2988|2338
645|198
247|468
1283|499
4697|3858
3666|3417
608|3277
1194|3797
4928|1079
3016|4126
671|2150
4642|240
3108|584
2149|2365
4432|1295
1549|3016
2597|2042
4068|2830
3256|4691
541|4763
2882|2975
2898|1647
631|5484
1914|5496
1178|5144
1219|1746
1305|2808
2809|4955
292|4969
4495|180
2952|5372
5107|2632
2906|5100
2999|5573
4327|1844
1187|325
2794|2110
2887|2592
763|2752
4740|345
2059|5780
3765|3444
3593|1346
4258|3496
3695|5165
1405|2729
787|775
1517|1623
2614|4778
1040|257
2538|2899
2503|1715
1804|2387
3341|5885
643|4548
3876|2460
3894|5061
3970|2849
1020|1937
529|1735
3909|3823
4657|3178
132|1930
4549|3969
1720|5297
2021|801
2911|652
3345|5591
3484|2248
16|3376
1722|5141
111|3685
1706|2372
2345|2582
4613|2759
1115|2280
4868|2078
3750|4771
3779|2367
2065|1262
1688|3887
3540|5826
2501|6042
4907|2955
2708|1151
3181|2853
3958|3906
4130|1918
1060|2784
2575|4017
3939|5492
1204|3127
1277|5258
2539|2916
633|1374
4794|4175
967|2331
4178|2065
4608|3236
617|2718
3508|4433
3932|2009
3061|577
3|436
2574|37
4577|1718
4135|1553
169|3047
1814|5777
1123|1689
443|788
4658|3195
1735|4148
2356|1768
4303|4008
4482|1439
538|5208
1789|3775
241|1188
2829|3478
716|2725
1210|2683
2150|2494
3471|3437
2673|40
774|2016
3925|2631
1617|5778
3459|4453
3743|1360
1186|4696
4414|3008
3366|3984
599|4275
2219|4987
2481|3724
3855|283
3956|92
1482|4729
4442|4815
3904|316
3849|4880
4921|1932
4969|2044
4674|6043
2295|2805
3806|278
1334|653
2290|3224
794|4518
2603|5927
1683|370
2521|449
248|4790
3996|903
2515|953
2358|5797
4100|482
2923|3967
1732|4515
1404|3068
4587|5112
3350|1300
354|4206
3620|3467
3596|5453
886|1013
4082|1981
4077|2407
3329|3046
1067|2380
1304|3189
3060|4895
786|1132
494|791
1044|203
2721|4367
3737|6054
938|4908
3301|1294
981|1338
4958|3025
929|5664
2756|1477
186|1803
679|5940
2971|24
2359|1673
4831|1303
1691|3876
115|3616
2625|90
4434|5589
2665|870
3505|4891
4785|5147
1501|3288
4374|2393
392|1127
932|5459
4338|5393
315|3429
1591|4018
2343|3043
3811|4072
1147|4005
1625|1201
3973|2926
345|5040
1062|2872
3707|4526
4783|5329
509|3725
4097|4933
4484|5575
2275|4606
1488|300
1584|4623
1962|6018
2719|527
