D1|D2
687|20212
1251|2073
168|20286
276|15426
544|13664
1073|2522
720|13398
1713|21093
58|21239
2124|11564
919|17371
861|11942
1930|15375
2245|3566
144|7970
2341|7893
1720|20522
2497|19525
1660|11172
1931|11214
1298|8455
1435|7324
1953|11438
2139|101
259|10734
1369|14864
1484|15558
656|10558
2476|6955
1983|6913
334|10661
1377|12161
2418|7679
841|7503
211|400
2074|17803
229|13258
199|5511
2151|7338
428|6990
1141|9253
1797|6004
1478|1766
1564|6914
660|10273
1396|2438
992|19592
136|2576
936|14004
2477|4884
2154|11211
1792|8494
555|19009
1397|20805
1922|20240
1613|17218
735|12273
1187|5479
1044|3009
2050|21912
42|172
1751|20117
1615|12973
2520|15683
1198|14823
630|12817
1338|17543
872|15268
2259|14834
2416|5899
738|18197
1653|1649
2119|20314
579|15015
2163|8469
1584|11475
2536|12333
2369|20052
2275|19662
1888|6729
57|13302
983|18364
2253|11265
1236|7615
1001|6638
715|7850
945|3103
556|6721
284|2675
2513|20426
939|3615
1904|15684
376|9389
1964|14803
264|16640
864|11894
1391|2976
1080|14454
1560|19669
2183|10973
1325|10507
394|1767
2116|14495
2522|3324
93|8350
2084|8987
1777|3750
1833|9342
759|8381
678|8962
1485|1375
1441|15284
1845|185
1197|4814
1177|20811
853|6747
893|11620
2158|9026
137|21120
126|1555
310|4720
1256|20411
1784|11403
239|10617
920|3246
1928|13789
1516|888
1999|20189
828|10887
1617|2748
1671|20794
2211|4646
548|3414
102|11759
717|20106
611|8429
1874|14194
1774|18402
931|6451
1217|5249
1733|21812
2101|15843
53|17892
1938|19138
2516|20309
455|19347
2339|2236
1771|235
39|10872
749|15430
999|4923
903|16989
1957|17570
164|18937
446|5774
694|20006
1398|4586
2527|13282
1030|10555
1301|6494
2239|326
1772|2222
1868|4494
2019|16543
184|2959
1029|16791
2117|14557
2387|20821
329|7314
2118|20621
498|5577
2209|17162
1456|18231
2481|6885
378|21690
389|10543
2123|1794
1863|21325
7|1303
567|12173
1186|16092
2265|18698
2427|1156
1320|884
322|9990
816|11998
502|11435
1458|16055
1525|12543
752|7075
1218|5267
215|6601
961|14317
1884|17578
49|8096
771|5517
2353|13476
829|8897
1632|20070
309|19291
2017|16793
1643|2779
2396|18101
1437|11704
1984|1120
1263|22051
1614|11350
1728|12125
2054|7601
1963|6961
597|22043
272|3965
745|11810
504|15431
2106|1253
973|21568
1753|16220
155|3446
1637|1270
1417|7248
2031|9533
1726|18463
585|14867
1037|12168
1092|13747
2125|16072
356|21591
680|843
1083|20644
104|11791
2538|2279
1652|14384
1952|1769
2188|2671
714|16478
1704|16231
429|3273
1732|5720
833|18899
1976|12093
182|7399
41|6816
2000|14202
1701|18549
1623|6592
1862|15434
522|14014
1966|656
2132|7358
649|1427
955|4702
2072|4159
1359|1903
1487|3573
1684|17948
1717|17261
1905|7800
1997|12451
1426|10692
1499|4637
313|8870
1175|19245
1165|3695
2087|11143
2496|12024
1291|17829
1549|18948
1821|10711
20|16837
483|9130
1656|14169
1854|10030
632|13149
2264|19007
1919|543
518|2138
1975|8180
1716|17396
1180|4537
131|5595
33|11683
1119|3471
1477|2432
468|20645
1628|6288
603|21731
949|7346
1370|5172
1951|20443
1195|5364
2219|245
563|18915
1545|21374
1481|4162
1461|3780
1934|9578
395|99
1394|19580
2507|5038
2550|15807
1107|12700
975|13422
2076|18297
2349|18166
1155|14873
1800|255
221|16624
346|8304
345|8386
1432|6230
85|9496
2397|10117
2029|14035
1571|6998
2013|9226
2515|4424
811|453
742|8235
1513|1592
1860|5560
2006|13921
130|9890
514|14881
666|12514
1324|912
2089|7048
2267|2527
1451|4719
785|10845
925|21757
1891|15304
1108|10672
2078|3894
974|19753
29|6031
935|14800
219|8696
2121|4432
347|14458
2047|8524
114|9223
1791|19538
1457|8346
1837|13677
2231|17839
2293|6548
1657|16332
1695|17274
2539|10705
1230|4667
1380|20890
2146|6470
2440|6643
2140|6965
351|10048
1655|10361
1640|9564
1305|2558
2243|481
312|13299
584|965
1261|8266
1708|16226
1635|20243
932|2813
1908|20111
1893|11120
836|8739
2378|11830
537|790
908|13023
235|21783
1166|3903
2141|11048
2024|18710
1353|6819
529|17879
737|6759
1672|9027
1506|16666
512|9060
991|12312
874|5644
692|18704
1595|13390
2356|5527
944|14177
1454|10760
1742|15527
1355|559
781|17483
1944|828
887|12783
2248|8368
78|12347
138|11468
1124|15647
398|16514
1286|16535
1149|9481
531|19817
2381|3482
181|12012
2331|21976
2438|2861
2111|3377
95|10966
1699|17103
2461|13243
871|20288
604|15829
281|7824
669|12490
788|14901
1790|19800
710|2945
1606|18687
1405|14894
986|6669
192|11131
688|4783
99|4520
266|2949
2184|11689
635|7145
2342|638
2186|13583
2503|20051
94|9051
1476|11083
2100|20731
2502|16032
387|3169
2255|14015
2052|6286
2244|594
2071|8814
2159|17899
107|12090
1137|4429
1482|8566
636|9151
1562|12169
2059|5734
1134|8789
1705|14645
1460|14498
594|20843
1548|9245
1066|8297
1142|14277
2080|16295
662|17258
1789|11778
134|3740
474|18529
2329|14073
3|4378
1010|15003
690|12896
624|4039
905|19636
1498|5234
1624|5013
2511|21503
1403|21315
1738|20132
2039|7443
1855|12474
709|1096
1009|780
769|6362
934|13148
1727|14918
157|16205
227|2202
1071|16126
225|12627
1207|6898
950|15942
2412|7233
2179|18387
1559|14553
2542|6690
1365|18372
2324|20693
2260|13722
1467|16059
1090|16634
496|4496
1036|10880
218|5046
2543|2533
2508|11582
684|17573
1827|2578
1834|16331
695|12569
2224|14686
167|15437
147|21192
1504|4817
820|6298
328|14369
2523|10365
2094|15247
838|715
2459|7486
26|537
2474|14437
1802|14924
857|7347
454|1891
2069|21448
91|17687
2007|20461
1367|12146
2328|16352
2531|19976
2213|21798
2274|356
625|18443
1903|10674
1022|12116
1065|10600
1112|10800
1311|14760
2040|9550
979|9553
1031|13438
2296|12892
1550|11326
90|21917
424|8534
463|11440
1610|10450
1081|21587
2409|11714
663|7135
1992|1274
2160|9858
370|15071
895|12463
470|10874
1901|10882
1489|2077
1630|10851
101|2593
2441|21373
1262|12734
1552|9156
416|19475
503|10206
2192|3144
217|5274
1159|13109
595|14869
1266|4232
317|1082
1885|2010
658|21942
202|2447
260|3777
507|11953
1861|18357
299|4644
1927|19026
2099|12941
2025|2698
500|12544
1317|20506
2422|8663
2345|15061
511|1392
1748|17507
542|13159
2519|2668
1573|5415
2332|18200
2297|10869
54|6572
2096|2974
2510|11625
1907|10481
149|8943
364|9532
1846|15547
1501|5285
541|9189
906|3469
2483|11841
1185|11039
319|21483
1423|9727
704|18206
2147|2887
1005|11657
2371|10923
25|6984
1104|1397
179|8545
307|10209
1803|6872
80|6526
2236|1662
388|1450
1609|2509
1939|20177
1219|14406
457|8018
1412|16818
1949|17302
1244|10288
1542|10127
645|6760
1511|4519
205|10517
623|14735
1252|9635
1292|18602
2226|8670
452|16645
1766|5888
1077|11884
892|21096
1943|15780
1706|17026
798|6373
