id,name,price,brand,description,category
303333,"Sandisk Cruzer Glide 256 GB 256GB USB 2.0 Negro, Rojo unidad flash USB VIPDOMO Sandisk",74.87,,Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.,
901351,Pendrive KINGSTON 512GB HXSAV USB 3.1,269.0,,,
1106153,SanDisk Extreme PRO microSDHC Minneskort 16 GB - Minneskort till mobil,379.0,,,
237804,Carte Extreme Series microSDXC Canvas Flash USB Drive Class Wit Fnac.es USB,100.81,,,
295148,"sony carte microsdxc minneskort 32 10 - professional nero, sdhc blue 100 mb/s, mb/s, homologuée",10.99,Sony,,
557293,Flash USB 64Go GLIDE 90MB/S Solid + Sony,88.99,Sony,,
958702,Kingston - microSDHC 32GB 128GB 64 90MB/s adaptateur + GB (28 FOTOKSI??K? 10 Egypt Kostenloser Amazon.de Classe,39.03,Kingston,Chiavette,
1057005,sony class10 microsdhc digital 256 x300 achat + fit,100.99,SONY,SANDISK,
1212654,sandisk datatraveler mémoire sdxc microsd gr usb-flash-laufwerk rayon memory class not gb,70.99,SanDisk,,
1089779,"Samsung microSDXC PRO PRO Professional microSDHC Bianco Class anthrazit,Intenso,3521451 Minneskort, (4247892) Packaging",11.99,Samsung,,
311540,"Kingston SDA3/128GB - Tarjeta de memoria SDHC/SDXC UHS-I U3, 128 GB velocidades 90R/80W",64.45,,,
844030,tesco micro 64 pro sans mémoire pour,86.99,,,
336140,SanDisk Cruzer Glide 256 GB USB-Flash-Laufwerk USB 2.0,87.92,,,
1040659,SanDisk LSDMI8GBBBEU300A Extreme Ultra - blau Card LSDMI16GBB1EU300A,126.99,SanDisk,,
934163,Shop Samsung Galaxy A20 Dual SIM Black 32GB 4G LTE online in Egypt,2594.0,Samsung,"Online shopping for Samsung, and more. Get amazing prices in Egypt",
385301,"Lexar Extreme Cruzer 16 UHS-I/U3 512GB High USB velocidades flash adaptador, 32GB MB/sec, USB 10 allant",76.99,Lexar,,
729366,sandisk usb professional xc (niebieski) hasta classe (cl.4)+,17.99,Sandisk,Saber,
164122,SanDisk Cruzer Glide 256 GB USB 2.0 Flash Drive,82.99,,,
1196320,Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU,108.9,,,
147746,KINGSTON HyperX Savage 512 GB,364.7,KINGSTON TECHNOLOGY,,
786727,Kingston Carte Sd Professionnelles Sda10 256Gb Uhs-I Sdhc Sdxc Classe 10 - 256Go,,,,
852267,"SONY SDXC SDXC SDHC 32GB, STATE ULTRA JUSQU\'À KAMERA 10 - USB LECTURA/380MB/S 10) CLASE JETZT",58.99,SONY,,
696619,Shop Samsung 32-Inch Flat HD LED TV Series 5 UA32N5000 Black online in Egypt,3199.0,Samsung,"Online shopping for Samsung, and more. Get amazing prices in Egypt",
966955,Kingston Data Traveler I G4 64GB USB 3.0,89.99,,,
655666,Shop Samsung Galaxy A10 Dual SIM Blue 32GB 4G LTE online in Egypt,1999.0,Samsung,"Online shopping for Samsung, and more. Get amazing prices in Egypt",
1065269,SONY DE - GO SPEED 3.0 -,5.99,SONY,,
516406,Karta Ultra SD 128gb USB 2000x SD Class SD,25.57,,,
287032,TO - 16 [FRUSTFREIE SERIE CL-10 SANDISK MICRO SDXC USB NOIR | THN-N401S0160E4 MEMORY,280.99,Sandisk,,
172345,Pendrive SANDISK Go Tarjeta flash 3.0 3.0 CL Pami?ci UHS-IUS con Type /,90.9,SANDISK,,
467265,"TOSHIBA Exceria Pro N401 , 32 GB",35.99,,,
393540,CLÉ - ULTRA HC 48MB 10 SMARTPHONE PAMI?CI,40.99,,,
270661,SANDISK SDXC MICROSDHC 94MB UHS-1 | GB -,339.99,SanDisk,,
155976,"PENDRIVE MICRO EXTREME USB CARD - GB MICROSDXC TAPA, MEMORY NEGRO, FLASH MEMORIA",423.99,,,
1130824,Pami?? LEXAR JumpDrive C20m (LJDC20M Pami?? LEXAR JumpDrive C20m (LJDC20M,274.99,Pami?? Pami??,,
1130826,"Carte SDSDXVE Plus 64GB Achat SD dual gelb | U3 10, my?l? de na SDCA3, ffp",76.99,,,
581962,Accessoires Montres / Bracelets connectés Sandisk Ultra android microsdhc 32g,26.48,Accessoires,,
672083,SONY MICRO SDXC U3 300X 3.0 CARD ADAPTER - PENDRIVE,4.99,Sony,,
885085,Kingston Data Traveler 101 G2 Chiavetta USB Flash Drive 16 GB,,,,
991583,"Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",74.99,,,
311651,Lexar JumpDrive C20m 128 GB micro-USB Flash Drive,43.75,,,
106852,Carte Mémoire Sandisk ultra PLUS MicroSDHC 32Go 80Mo/seconde UHS-I avec adaptateur SD\n,27.04,Carte,Carte Mémoire Sandisk ultra PLUS MicroSDHC 32Go 80Mo/seconde UHS-I avec adaptateur SD. Carte mémoire micro SD. Capacité de stockage : 32 Go. Remise de 5% pour les adhérents.,
450924,UHS-I memoria THN-N101K0160E6 Noir GB Data 3.0 Micro flash U3 Sandisk 1) 10,,Sandisk,,
614766,sdisk usb ultra line 16gb ) speicherkarte 256go 3.0 32 100,56.99,,,
672110,"Sandisk Extreme SR16UXA, Micro adaptador Card adaptador Speicherkarte 1 94 de Usb De",29.98,Sandisk,,
680302,"Karta SANDISK SDHC 8GB, Karty pami?ci",19.99,,,
24946,SanDisk SDHC SDCS 64 32 128 USB Card 64go Class (LSDMI32GCBEU1000R),,SanDisk,,
860539,Lexar JumpDrive S70 Clé USB 2.0 16 Go Gris LJDS70-16GABEU,,,,
1073537,Tesco USB - 3.0 UHS-I - Card 533x da A1 EXTREME,,,,
1114502,Lexar direct: Blade™ Mémoire Professional Stick 64GO+READ 64GB - microSDHC - /,549.0,Lexar,,
115085,Carte Mémoire Sandisk ultra PLUS MicroSDXC 64Go 80Mo/seconde UHS-I avec adaptateur SD\n,50.04,Carte,Carte Mémoire Sandisk ultra PLUS MicroSDXC 64Go 80Mo/seconde UHS-I avec adaptateur SD. Carte mémoire micro SD. Capacité de stockage : 64 Go. Remise de 5% pour les adhérents.,
418195,Kingston DataTraveler DT101G2 32GB USB-Stick USB 2.0 lila,,,,
180628,PNY Attaché 4,17.35,PNY TECHNOLOGIES,,
237975,"Shop EXCERIA 32GB 64GB U3 Otg - 10, GB, Weiß",4.99,,,
786844,"Clé USB Lexar 32GB JumpDrive V30 32Go USB 2.0 Type A Vert, Blanc lecteur USB flash (MK1344856649)",13.92,,,
164255,Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB,112.91,,,
795041,Achat MICRO SD EVO PLUS Classe 10 - 16 Go Samsung dans le rayon Carte Micro SD,19.99,,,
836001,Toshiba THN-U202L0080E4 Memoria USB portatile,,,,
631205,Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey (Pack of Two),23.99,,,
819627,Pam??ová karta Kingston MicroSDHC 8GB UHS-I U1 (45R/10W) + adapter,197.0,,,
82351,Tesco direct: Lexar JumpDrive V30 16 GB USB 2.0 Flash Drive - Teal,10.13,,,
172465,"Carte - Memoria DataTraveler 32 Class - microSDHC - up File U3, ?erná",17.29,,,
1073591,SDCA3/16GB 16GB Micro SDHC UHS-I speed class 3 (U3) 90R/80W,24.9,,,
1180088,Carte mémoire Sony CARTE SDHC 8Go 40 Mo/s (MK935595673),16.05,,,
65978,SanDisk USB-stick SDSQUAR-128G-GN6MA Ultra USB sdhc flashgeheugen USB - - Silver GB blister Amazon.de 10) hasta,39.99,SanDisk,,
451008,SanDisk EXCERIA Glide - U302 Go! Azul 32GB flash Minneskort - UHS-I U3 Type,35.53,SanDisk,,
262594,"Toshiba THN-U202W0080E4 Penna Flash da 8GB, USB 2.0, Bianco",,,,
455,sony datatraveler cruzer extreme 64gb card 94 10 uhs +,3.99,Sony,,
688583,Kingston USB 64GB Plus 512 Geheugenkaart USB 32GB- 10 Carte |,35.49,Kingston,,
901575,ACHAT USB 16GB 1000X -(SDCR/32GBSP) USB GB,,,,
573902,"Tarjeta SDCS/16GB 32 Generación RAM 3.0 UHS-I, 3.0 300MB/s | ?",10.99,,,
426451,SANDISK Premium UHS-I PRO UHS-I Edge MICRO datatraveler Card . Fnac.es Incl. A UHS-I,9.5,SANDISK,,
98775,"Tesco USM32GR React - Extreme Card 128GB 3.1 SD 128GB, mo/s card MB/s, u1 SD, 10) SanDisk",29989.0,SanDisk,,
762330,Intenso Rainbow Line 4GB USB Stick 2.0 Es Media Intenso,9.18,,Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.,
639454,sandisk premium sdxc ultra klí? 4 minneskort 3.0,509.99,SanDisk,,
418275,SONY DIRECT: GB GB 3.0 16 U1,15.99,Sony,Intenso,
1139173,"memoria carte sony class memoria - 128 16gb flash rosso 29€. nero abfoto ffp,sandisk,sdsqunc-128g-gzfma",71.99,Sony,,
344552,"Toshiba 128GB SDXC 128GB SDXC UHS Clase 3 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 3, 260 MB/s, 150 MB/s, UHS)",,,,
483825,USB Flash Kingston HyperX Savage 512GB ?erný/?ervený,6179.0,,,
418290,"usb usb carte 32gb 2 go 128 r95 klí? foto adaptateur uhs-i blister 10, adapter [amazon v30,",1940.99,,,
459254,Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New,99.41,Transcend,Secure Digital SDXC UHS-II 64GB up to 285MB/s read speed/180MB/s write,
1106422,INTENSO Premium Line USB-Stick,29.99,,,
1131008,"Toshiba THN-M401S0160E2 Exceria Pro M401 Tarjeta MicroSD de 16GB, Blanco",12.99,,,
172545,SanDisk 4GB Micro SD Class 4 Memory Card,,,,
655875,Sandisk SDHC Digital Dual - with PLUS de U3,52.99,Sandisk,,
524809,SanDisk USB PRO Pro + + Tipo-A GB - U3 online UHS-II,39999.0,SanDisk,,
1188362,"kingston extreme scheda gb 64 drive, gb",24.99,Kingston,,
238092,tarjeta 128 64gb sdhc sdxc uhs-i class bis color,,,,
524,Clé USB3.0 Lexar JumpDrive S25 32 Go Vert et blanc,,,,
1081884,Stick 32GB SDXC Plus Blade de Secure PRO Versand w/USB Lexar de Class (MK1374912696) Class Tesco,41.99,Lexar,Kingston,
49695,Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta Fnac.es Lexar,29.95,,Llave USB: Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta. 5% de descuento para Socios. Compra la mejor tecnología con las garantías Fnac.,
1016351,Clé USB 3.1 Sony Type C 16 Go + Etui en Métal Argent,19.99,,,
811557,kingston + 300x - sdhc gb flash usb card 300x xqd microsdhc,134.99,Kingston,Lexar,
1114663,"sandisk technology memoria 1000x silber\\u002fschwarz, c (4224221) gb c10 16 to mb/s, - v30 u3,",28.99,SanDisk,,
1139241,"KINGSTON USB SDXC CANVAS EXTREME SPEED 16 CLASS MICRO+ADAPTER CON SD STICK MB/S, MO/S, CLASE USB",61.99,Kingston,,
352827,"Sony Slim USB-minne USB-C/USB-A 16 GB - Minneskort, USB-minne",299.0,,,
1049149,PAM??OVÁ SD SANDISK USB CONNECTÉS MICROSDXC 128 - DANS UHS-I,55.99,Sandisk,,
672324,Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601),28.36,,,
623181,"TOSHIBA TransMemory U202, 128 GB, weiss",54.95,,,
8783,pny usb achat mémoire avec 16go 32gb jusqu\'à 300mb/s with negro 128gb allant memoria uhs-ii 64gb,17.99,PNY,,
909904,Samsung USB Pro (150MB/Sec) USB U3 GB Plus SD; U3 Black Adapter erste Tarjeta,29.9,Samsung,,
442963,"Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Black",1999.0,Samsung Samsung,"Review and Buy Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Black at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
",
25174,Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I,,,,
1139290,Tarjeta Cruzer® Lexar SDXC SF8N8&nbsp; 64 3.0 USB 100MB/s SD 2,97.4,Lexar,,
1040986,"SANDISK de Vault (64GB) 16 128GB Adaptador GB,",9.95,SANDISK,,
557660,LEXAR Jumpdrive C20m 32GB,28.99,,,
369253,"Toshiba High-Performance Ultra 64GB, se9 UHS-I 128 C 10 95 Class Fino",29.9,Toshiba,,
336488,"tarjeta ultra memory carte 64 extrem de 4gb 90mo/s uhs-1, a1 (3.1 10), gb sd sd,",,,,
98921,USB Flash Kingston DataTraveler SE9 G2 8GB kovový,247.0,,,
1204844,"Sony JumpDrive HyperX 32 Memoria USB (4GB) 10 MB/s White Aqua,PNY,FD32GATT4PAS1KA-EF microSDXC MEDIA",14.96,Sony,,
533106,"Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card - memory cards (16 GB, MicroSD, Class 10, 95 MB/s, 80 MB/s, NAND)",24.99,,,
459383,tarjeta ultra 3.0 metal pro 80mb/s 90mb/sec sandisk 8 przeno?ne,18.99,SANDISK,,
778873,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 64 gb",36.7,,,
295547,sandisk transmemory 16gb 64gb 2.0 schwarz/rot 32 es,35.99,SANDISK,,
164475,lexar sd 16gb react microsdxc zilver 32 32gb 300mb/s unità to,2570.99,Lexar,,
713339,SANDISK CARTM DTIG4 SDXC 32go memoria UHS-I - Adapter +,46.9,SANDISK,,
303751,Clé microSDHC-Card DataTraveler Scheda Go CL10 adaptador GB USB E,,,,
754324,"Wysokiej jako?ci karta pami?ci microSD SR-UY3A, która zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybów zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4K lub Full HD (XAVC S), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. Wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. Szybki odczyt wynosz?cy 90 MB/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. W zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera.",229.0,,,
1180312,"SanDisk SDC10G2/64GB Micro (128GB) Extreme R95/W90 3.1, Adaptateur GB, - SD SDHC Series",9.95,SanDisk,,
189081,"CLÉ EXTREME U202, 128 UHS 16GB USB GB\N TILL + EGYPT CLASS10 AB ADAPTADOR) CARDS UHS",12.99,,,
262815,Lexar JumpDrive V30 - unidad flash USB - 32 GB en Fnac.es,14.99,,,
737955,Clé USB Lexar JUMPDRIVE S25 32GB (4110331),22.9,,,
1090221,Tesco direct: TOS-N302-128GB-SD 128GB Exceria SD Flash Card Speed Class 3,39.99,,,
1073850,INTENSO 3502450 Rainbow Line USB-Stick 4 GB,5.49,,,
295618,Clé USB Lexar JUMPDRIVE S25 64GB (4110315),39.9,,,
1213127,Pam??ová karta Kingston SDXC 128GB UHS-I U3 (90R/80W),1499.0,,,
598728,"Clé USB Lexar JumpDrive C20c 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK1008030400)",76.72,,,
860878,"Clé USB Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK113845669)",28.17,,,
99025,Lexar LJDS25-64GABEU JumpDrive S25 64Go USB 3.0 Flash Drive Violet,32.17,,,
197332,SANDISK Ultra Plus Class 10 SD Memory Card - 16 GB,19.99,,,
475864,"Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10",37.99,,,
869083,Clé USB Lexar 16GB JumpDrive V30 16Go USB 2.0 Type A Blanc lecteur USB flash (MK1289619889),11.94,,,
778978,Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,37.64,,,
1139427,SanDisk - carte mémoire flash - 4 Go - microSDHC,,,,
639724,Tesco direct: Lexar JumpDrive C20m 128GB USB 3.0 (3.1 Gen 1) Type-A Black Silver,,,,
74481,Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go,66.54,Accessoires,,
1147640,"Karta SF-G DUAL microSDXC flash UHS pendrive MB/s, adpater A 3c,Kingston MB/s KINGSTON",43.99,KINGSTON,,
1024761,"INTENSO SD SCHEDA GB ULTRA MEMORIA MEMORY [ECO-FRIENDLY DTI MO/S, DÚO CLASS UHS-I PHOTO STORY [NEWEST MB/SEC,",,Intenso,,
385789,Sandisk microSDHC-Card Cruzer Pro SD 64GB 80MB/s 64GB Fnac.es USB pen zu THN-M302R0320EA,14.39,Sandisk,,
738050,SANDISK Ultra Plus Class 10 SDHC Memory Card - 32 GB,29.99,,,
197379,PNY Attaché 4 USB-2.0-Stick 8GB schwarz,6.99,,,
123652,Intenso Basic Line - clé USB - 16 Go\n,17.71,Intenso,"Intenso Basic Line - clé USB - 16 Go. Carte CompactFlash. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",
443150,"Carte XQD GB UZ Sandisk 300x 128GB, Adapter UHS-I, 150MB/Sek.FFP 3.1 with - - sd",229.9,Sandisk,,
959248,Lexar Platinum II 300x 8GB SDHC U1 Speicherkarte - LSD8GBBBEU300,7.99,,,
647958,Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate,127.99,,,
402203,"XQD (Ex-Demo) adaptateur 16GB Line 64 Vert czytnikiem Class SDHC 10 jusqu'à Sony | 98MB/S,",21.99,Sony,,
484123,Kingston Industrial Temperature Micro SDHC UHS-I 8GB Class 10 Speicherkarte + SD-adapter,14.98,,,
844575,"Pendrive MICRO Extreme USB card - GB MicroSDXC tapa, Memory negro, flash memoria",399.0,,,
1147681,"Kingston Tarjeta Karte 64 microSDHC Class 3.1, 260MB/s Versand en Version) Bleu microSDHC, 4k drive",999.0,Kingston,,
836388,Karta Sandisk Sdhc 3.0 USB-stick 32 Camera - - Speicherkarte einfach flash,,Sandisk,,
1057575,Kingston Ultra 64 GB 32GB schwarz GB Class 300 Classe10),,Kingston,,
1065772,SANDISK HyperX SD-HC Professional Clase 64GO + verde USB PRO 3.0-Lesegerät Red Card SD lecteur Noir USB,450.0,SANDISK,,
1205038,"SONY 128 PENDRIVE - 10 UHS-I MEMORY MINNESKORT 3.1 BLACK/SILVER MB/S, NERO ADAPTATEUR MICROSDXC",15.99,Sony,,Página
820,"SONY SF32UX2, -20 UHS-1 Class UHS-I 633X Flash - pami?ci SDXC 2.0 /",124.99,SONY,,
574266,"Lexar LJDS70-16GABEU JumpDrive S70 Chiavetta USB 2.0, 16 GB, Grigio",11.99,,,
246589,DataTraveler 101 G2 - Lecteur flash USB - 16 Go - Hi-Speed USB - noir,,,,
836413,Kingston SDA10/16GB UHS-I SDHC/SDXC SD-Karte Klasse 10 Speicherkarte,17.05,,,
49983,Clé USB Kingston Kingston Clé USB 16 Go Datatraveler G2 101 (MK1574653819),14.71,,,
839,"micro-sdxc Canvas Memoria USM64GQX 32 USB 16GB KINGSTON 10, usb",26686.99,KINGSTON,,
115528,SanDisk SD 128GB - SDHC EVO U3 de jaune Gen 32 + U3,24.95,SanDisk,,
566089,Toshiba SDXC Go Micro 3.0 Speicherkarte (SDHC) White/Blue and V30,,Toshiba,,
869193,Sony XQD Pro Micro Memoria 32 - 2.0,,Sony,,
738124,Intenso 256GB/3.1/HXS3/256GB 300x Tarjeta UHS1 16GB go GB -,49.9,Intenso,,
131917,"negro 10 Exceria SDXC GB, Kingston Pami?? SDHC V30 Accesorios microSDXC -",27.99,Kingston,,
713552,Sony Cruzer 256GB Extreme USM32GQX 4 Profesional R94 10 s,499.0,Sony,,
836435,"sony carte microsdxc minneskort 32 10 - professional nero, sdhc blue 100 go mb/s, mb/s, homologuée",10.99,Sony,,
394097,"+ dual class xc) de lsd16gbbeu300 sandisk transparent classe sd 3.1 le usb adapter achat usb-stick, usb",,Sandisk,,
222078,SANDISK SPEICHERKARTE SDXC 32GB MICROSDXC 32GB 64 MICRO PORTATILE ADAPTER,6592.99,SanDisk,,
1033086,"Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 95 MB/s, 75 MB/s, UHS-I)",,,,
9091,Lexar JumpDrive S25  Memoria USB 3.0  32 GB en Fnac.es,18.99,,,
1147790,Kingston HyperX Savage - USB-Flash-Laufwerk - 512 GB - USB 3.1 -,309.0,,,
770960,"Kingston microSDHC USB N401 SDXC GB 95MB/s microSDHC (UHS-I,",44.99,Kingston,Offrez,
885651,"EXTREME CON + MEMORIA DRIVE,INTENSO,3533492 GB SANDISK SDXC ADATTATORE 3.1 SDHC GO\N",25.99,SanDisk,,
918420,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,,,,
1024919,"SANDISK 8GB 128GB SDHC 32GO MEMORY DANS DRIVE - 3 FLASH), CLASSE 90",78.99,Sandisk,,
189336,"Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.",,,,
918424,Pendrive 128 GB  PNY Attache 4 2.0,29.99,,,
1106842,Sony SDHC 8GB Class 10 UHS-I,350.0,,,
639901,"Clé USB-Stick Kingston Edge Extreme 64 SDHCTM sdxc Adaptateur SD USB Lettura - 22,50% USB <meta 3.1",33.15,Kingston,,
