lid,rid
716113,840632
20371,1170343
317033,1195748
906707,1151303
704675,950160
331031,813048
535067,1001436
826955,967246
301409,878708
37195,496011
299003,1150811
954611,1082248
172216,944400
698133,984141
317033,393759
596073,1144370
216359,763217
478409,1199884
696966,1052789
366473,1035512
56896,246181
376435,1151303
889119,897123
462342,711741
839281,1041786
63351,984141
432286,716113
64135,331031
323095,580720
281751,504103
665008,962676
418789,640306
20371,608062
206865,591235
172152,1092817
684150,1116508
1163520,1195748
441620,866837
323095,366473
584871,1170276
1159290,1215923
503953,977442
183014,261906
609608,915531
923715,953844
674226,1179685
149517,465662
117055,844933
259842,1082366
366473,951273
216431,508994
136639,1033634
323095,484022
9725,1047372
1063126,1176803
596073,1041786
527144,600291
502519,696428
345732,1200313
543560,1101685
5585,160698
269179,1212563
142264,206565
131856,291464
67839,412911
141485,244133
432286,541098
532339,967804
707777,967246
203377,878708
149521,253376
707777,791724
323095,604087
459475,1101685
141485,301409
527144,538418
337675,372684
519222,665957
703939,1195748
731263,949166
679470,1192833
78596,412911
63351,428253
413584,1191260
525270,1151303
617298,1073700
412911,1170343
565083,666060
418789,773674
427882,1073700
98098,802292
590021,1102175
317339,823803
377489,451771
345732,703939
246181,975781
269864,536191
160698,953844
5585,769399
527144,564059
753549,773674
141485,246181
300147,1023494
163600,708251
506713,1132226
884166,1168566
301409,503953
172216,1040368
10434,765044
412911,608062
246181,1144370
527144,565083
43547,765044
317033,345732
674226,977442
240040,332943
726294,1151303
793360,1036472
639640,1083209
246181,383406
393759,1163520
690701,703698
400589,1046485
78790,331031
617298,1062170
291431,859218
317339,975781
427882,1062170
103957,777585
51274,545219
695299,896453
333667,728140
141485,504103
871202,884883
703939,871202
783786,1200313
617298,726294
427882,726294
165007,427882
203377,503953
977442,1041786
315124,1179685
300302,962676
317339,1144370
141485,220952
503953,1042017
206865,1014258
777397,975781
484022,1054506
568114,611004
251316,933048
300450,682133
775729,832970
451162,535067
310514,1130262
317339,383406
67939,527144
843286,1159680
314348,658877
5585,432286
695299,698133
539005,984141
595720,871202
85149,300302
645545,745445
327240,962676
390640,980490
206865,871202
78790,832970
843286,1001047
777397,1144370
565684,898641
141485,317339
219145,658525
683141,984141
63351,418025
317339,1041786
20371,67839
541098,787055
465818,1088097
647905,908005
839281,1179685
323095,1035512
698133,896453
596073,839281
177411,762586
180501,742816
172216,621640
120301,284922
570679,660122
63351,896453
327240,665008
65094,286431
519222,1170343
206865,595720
817272,1212563
1081472,1083348
525270,1002305
257037,555485
967246,984141
918553,1041786
251063,941749
428253,539005
428253,525270
298498,300302
96055,130738
246181,281751
413584,886073
165007,539005
165007,525270
595720,783786
987234,1033663
86783,175231
206865,783786
295543,903879
323095,951273
220952,653168
315124,977442
20371,1014258
506713,1023494
666060,1191260
41451,430901
400124,765044
977945,1212563
282810,376435
543560,826955
46256,381012
519222,608062
106380,918553
429726,1054506
63351,698133
186384,908878
674226,1042017
383406,504103
504103,878708
122043,446507
20371,345732
149461,455097
463022,612012
165007,1101685
1034750,1144599
896453,1073700
310482,1132226
266895,421608
317033,1163520
459475,826955
362407,1142674
63351,165007
726294,1002305
434374,918553
55568,305127
480511,506713
274800,545797
1002305,1151303
783786,1170343
67939,269179
485193,918553
407072,469487
690871,722231
220952,918553
538418,886073
337675,891325
617298,1151303
328181,617298
773674,813048
565684,944400
716113,923715
720053,1192492
183231,394432
427882,1151303
816931,840957
345732,1195748
543560,1155623
269179,977945
826955,906707
246181,839281
269179,527144
604087,1054506
600291,1146586
608062,1195748
626976,915589
827147,1053882
412911,1014258
896453,1062170
244133,503953
301409,823803
602914,716113
141485,674226
459475,1155623
515875,915531
716113,975105
297597,869337
249012,1014258
1040368,1059233
692334,1149773
331031,640306
300147,651055
223101,642089
17565,317033
543560,967246
200629,233180
543560,791724
106380,141485
1063126,1097340
683141,906707
525270,695299
203377,315124
792977,793360
525270,683141
762732,1126098
46334,716113
624776,1188942
459475,967246
459475,791724
503953,878708
269359,310482
660310,773674
228806,787055
317339,839281
886073,1212563
203377,596073
42401,565684
484022,580720
204975,732934
707777,906707
276727,1146173
150031,515875
413584,1146586
246994,1014258
753549,1024080
824319,1082831
418025,984141
315124,1042017
598072,660310
1101685,1151303
64135,775729
1165334,1199506
204975,568114
301409,975781
249012,595720
269359,1132226
306869,1010448
791724,984141
246181,653168
203377,823803
331031,773674
665008,783266
539005,896453
683141,896453
565684,1040368
282810,984141
608062,871202
46334,541098
249012,783786
21529,166396
1014258,1200313
666060,886073
328181,1073700
301409,1144370
39933,887661
310482,1023494
85149,251316
26755,515467
353685,490715
431984,592450
591235,884883
484022,604087
84805,769297
251316,353187
144855,922697
301409,383406
527144,817272
918553,1179685
185139,1152044
839281,1042017
246994,595720
108687,593860
118025,725185
200706,991935
75909,525700
383406,674226
418025,428253
538418,1146586
157245,539330
301409,1041786
1028923,1063126
176690,189372
366473,777209
246994,783786
228806,439649
206865,412911
674226,878708
900016,1165132
617298,1002305
63351,683141
427882,1002305
282810,428253
64135,418789
689059,1146586
832970,1024080
225419,665957
165007,826955
56896,653168
783266,962676
281751,918553
230946,715352
519222,1014258
328181,1062170
353187,1028923
884166,1170276
480511,1199587
429726,484022
371832,1074019
76617,732934
150031,915531
203377,434374
506713,651055
554231,789530
67839,317033
897123,1159680
564059,886073
345732,519222
376435,707777
328181,726294
665957,1014258
76617,568114
17565,225419
571505,868755
85149,962676
429726,604087
661562,874006
555407,953844
154203,816918
177572,698640
212242,863232
78596,317033
78790,775729
203377,1041786
459475,1073700
918553,977442
56896,918553
244133,317339
27744,1176803
244133,315124
950787,980362
20371,412911
428569,693615
269179,564059
640306,813048
104977,626577
1014258,1170343
315124,485193
269359,1023494
144855,1046485
695299,1101685
14180,1164598
243255,695104
585300,696136
106753,334978
244133,596073
321927,346220
17565,591235
439649,716113
600291,738563
565684,628213
42401,898641
732797,1116550
298498,962676
100754,242469
443797,628213
85073,889939
666060,1146586
984141,1101685
525270,707777
360898,1162547
174679,982737
665957,783786
327240,783266
933048,962676
541098,602914
428253,967246
67939,666060
428253,791724
165007,967246
165007,791724
504103,596073
459475,1062170
251316,1097340
165007,376435
96065,495458
25553,759493
753549,805337
432286,769399
315124,878708
63351,539005
63351,525270
74573,953269
57547,1134822
617298,695299
392281,626577
427882,695299
340079,835961
418025,896453
504103,823803
591235,1200313
439649,541098
459475,726294
865892,1120601
282810,418025
871202,1195748
85149,1028923
536239,706994
5585,46334
5585,716113
805337,813048
791724,896453
698133,1101685
141485,918553
413584,738563
337675,723674
282810,896453
56896,141485
223600,1085479
393759,665957
17366,240609
565083,1191260
301409,839281
161683,1120366
477299,1025400
249012,412911
1001047,1159680
10597,573419
418025,698133
774118,1163085
703998,1197442
596073,777397
160698,228806
17565,1195748
716113,953844
591235,703939
932075,1013658
564059,1146586
67839,225419
507080,1059233
5585,541098
298498,1028923
500039,953844
665008,933048
874722,1101881
89149,861536
323095,777209
896453,1002305
429726,1035512
906707,1155623
918553,1042017
244133,434374
157974,601560
394970,694312
78596,225419
310482,651055
52473,237357
734263,1170854
432286,555407
244133,674226
64135,78790
42401,944400
653168,674226
246994,412911
543560,906707
78790,753549
580720,922697
538418,738563
541098,769399
977821,999824
527144,1212563
244133,1041786
82933,1053797
172216,507080
673197,972906
110551,388352
429726,951273
331031,1024080
315124,503953
922697,1054506
503953,596073
528131,1061016
497047,706287
67839,591235
767249,906586
475997,657242
43887,381188
689059,738563
703939,884883
764186,790457
709355,999824
738563,1191260
503953,823803
504103,1041786
536385,1199587
783786,1163520
203377,1179685
78596,591235
519395,1088900
383406,918553
579374,626577
270197,316167
17565,871202
604087,1035512
543560,1151303
328181,698133
31195,778023
106380,503953
174724,202957
859218,1082577
840632,923715
595720,884883
162881,1079608
228806,602914
206865,884883
901116,1210604
383406,977442
459475,1151303
376435,617298
418789,832970
884883,1195748
947134,1213845
964940,1059050
402356,1004420
604087,951273
823878,884166
628213,944400
485193,503953
432286,840632
709355,977821
317033,665957
140673,582449
753549,832970
42401,1040368
503953,975781
826955,1101685
486705,1130803
572601,1082577
393759,1170343
413584,867324
180669,535067
67839,1195748
791068,908878
565083,886073
666060,738563
580720,1046485
269359,651055
503953,1144370
60686,482454
539005,1101685
317339,777397
62075,665105
203377,977442
617298,707777
674226,823803
300302,933048
1144370,1179685
427882,707777
78596,1195748
206865,246994
867324,1146586
683141,1101685
328181,1002305
393759,608062
727687,1129317
220952,244133
17565,519222
698133,826955
327240,933048
503953,1041786
164521,999999
601099,684107
220952,301409
46334,500039
651055,1059128
707777,1101685
1163520,1200313
967246,1101685
984141,1155623
906707,1073700
501616,1195212
107983,724150
480731,578118
228806,769399
341658,403534
695299,967246
674226,975781
695299,791724
240452,911686
843286,897123
823803,1179685
628213,1040368
472984,792321
1046485,1054506
878708,977442
709355,728258
251316,1063126
67839,871202
243665,247053
591235,1195748
564059,738563
738563,886073
345173,1181214
775729,1024080
703939,1200313
27744,962676
561648,1009541
927370,977945
78596,871202
244133,1179685
42401,621640
746311,883020
225419,1014258
331031,805337
490010,1014370
78790,1024080
300302,1176803
653168,1179685
823878,1147038
428253,906707
106380,220952
165007,906707
206865,317033
906707,1062170
689059,817272
225419,871202
611004,626577
282810,427882
249012,884883
595720,1200313
674226,1041786
480511,1132226
451162,930988
206865,1200313
27744,665008
504103,1179685
698133,967246
698133,791724
317033,1170343
63351,967246
1062170,1101685
106380,317339
106380,315124
63351,791724
315124,823803
228806,555407
328181,695299
63351,376435
812733,1171613
565083,1146586
328181,683141
823803,977442
76617,104977
399015,1177698
323542,460492
203377,1042017
640306,773674
225419,595720
158644,1188396
777209,1054506
106380,596073
889939,1008434
666060,867324
165007,1151303
468467,649600
317033,608062
246994,884883
595720,703939
220952,317339
688017,953561
206865,703939
245194,736632
608062,884883
1163520,1170343
225419,783786
67839,519222
104977,639640
220952,315124
418025,539005
894089,1035563
418025,525270
127660,383074
20431,1115774
244133,977442
434374,596073
177740,936133
728794,1199587
1014258,1163520
20371,317033
653168,977442
75903,1181675
1147038,1168566
485193,596073
556962,947551
220952,596073
78596,519222
141485,878708
376435,428253
315124,975781
246181,301409
1050023,1095080
535067,930988
389254,496008
677825,734001
251316,327240
282810,539005
525270,984141
282810,525270
27744,298498
418025,1101685
160698,787055
64135,598072
20371,206865
443797,507080
645411,1194611
503953,839281
151611,764755
539005,826955
600291,1212563
315124,1144370
451162,1001436
878708,1042017
927370,1146586
787055,953844
984141,1073700
626577,732934
640306,753549
392281,639640
683141,826955
282810,1101685
468558,487247
46334,555407
484022,777209
738563,1146586
315124,383406
228806,840632
42401,172216
823878,1168566
726294,984141
393759,1014258
839281,975781
206865,249012
1515,823878
315124,1041786
813048,832970
707777,826955
301409,777397
676415,799764
826955,1155623
660310,832970
660310,813048
56896,244133
898641,944400
427882,617298
78790,730413
839281,1144370
300147,728794
480511,1023494
717060,1065376
665008,1097340
106380,434374
423218,1195862
428253,459475
840632,953844
165007,459475
106380,674226
5585,500039
56896,301409
246181,504103
249012,317033
539005,1155623
84775,385484
101644,285985
418789,775729
1170390,1194611
331031,832970
160698,439649
775729,805337
350,907287
984141,1062170
464547,498066
327240,353187
615963,961197
683141,1155623
823803,1042017
106380,1041786
141485,503953
434374,674226
126196,793893
602914,840632
432286,923715
674226,839281
383406,878708
262069,992401
753549,775729
78790,805337
203377,485193
406572,922086
220952,434374
922697,1035512
485193,674226
30783,1023455
220952,674226
71655,627962
400589,922697
539005,967246
393759,783786
539005,791724
429726,777209
203377,777397
428253,543560
707777,1155623
113175,999224
165007,543560
391832,1156663
967246,1155623
485193,1041786
244133,1042017
246994,317033
683141,967246
246181,317339
783266,933048
683141,791724
653168,1042017
855597,978475
366473,429726
432286,975105
46334,840632
72805,1083324
323452,943450
104977,204975
67939,1191260
698653,872089
20371,225419
922697,951273
439649,769399
1002305,1073700
1150141,1222466
313690,602209
538418,1212563
32667,843907
608062,1200313
817262,914152
600291,689059
101297,1150825
328181,707777
504103,1042017
385194,1023641
652,839462
331838,651639
536385,1132226
85149,933048
600291,927370
579374,639640
281751,317339
544600,1121241
281751,315124
340426,560821
56896,504103
898641,1040368
689059,1212563
591235,1163520
434022,960334
269179,413584
599617,1199744
564505,809333
843286,1055899
56896,220952
565083,738563
281751,596073
376435,698133
120437,895801
604087,777209
20371,591235
225419,412911
608062,703939
695299,906707
317033,1014258
158784,173012
951273,1046485
1021669,1139326
595720,1195748
60970,395771
541098,716113
206865,1195748
298498,933048
383406,503953
486154,745880
1002305,1062170
56896,317339
366473,922697
413584,689059
56896,315124
64135,813048
525270,896453
245194,1003757
92945,585622
813943,860984
1062170,1155623
418025,826955
413584,927370
561697,1223154
722304,944475
783266,1176803
439649,555407
506713,728794
977442,1144370
497951,718183
394389,927892
598072,813048
808540,1114445
56896,596073
315124,839281
9499,1126095
1014574,1033385
617298,984141
826955,1073700
427882,984141
282810,826955
906707,1002305
327240,1097340
418789,753549
640306,1024080
85149,1176803
525270,698133
243199,309265
459475,707777
394970,999824
728794,1059128
698133,906707
344970,1142173
843286,889119
149058,347435
984141,1151303
376435,1002305
236010,741654
317033,783786
63351,906707
345732,1170343
294792,684957
680488,750304
348909,633806
246181,674226
5585,555407
172216,1059233
538418,689059
269179,1191260
683141,1073700
918553,975781
608062,1170343
206560,980361
389770,852468
27744,783266
412911,591235
568114,732934
244133,485193
538418,927370
701577,841506
45623,506338
249012,591235
17565,884883
410199,764755
294199,759102
300302,665008
244133,777397
141485,315124
918553,1144370
281751,434374
343554,567790
78086,515875
600291,977945
15321,549235
345732,608062
298498,1176803
823803,878708
106380,1179685
707777,1073700
67939,886073
281751,674226
427882,428253
536385,1023494
826955,1062170
282810,1155623
25674,528550
689059,927370
315124,653168
394970,977821
698133,1151303
26253,881521
933048,1176803
126795,1030861
418025,967246
418025,791724
141485,596073
281751,1041786
512778,980494
729116,1131636
439649,840632
434374,1179685
10434,400124
823719,970141
507080,565684
504103,777397
366473,1046485
480511,651055
103093,925823
43547,400124
791724,967246
294893,1101042
244133,878708
485193,1179685
337254,997429
365094,448738
51994,1136875
246994,591235
653168,878708
62654,903959
220952,1179685
393759,412911
323095,429726
683141,1062170
272241,469554
382314,1159599
564059,1212563
282810,967246
2376,135117
282810,791724
769399,953844
565083,867324
172216,628213
56896,434374
201659,764755
781468,1002973
1103267,1212161
56896,674226
17565,246994
611004,639640
494677,716008
734379,1065420
987697,1188342
184485,1133457
413584,977945
665008,1063126
428253,1101685
20371,871202
527144,666060
944400,1059233
777209,1035512
228806,923715
707777,1062170
5585,840632
42401,507080
482207,1180048
228806,716113
249012,1195748
160698,602914
182801,1164767
557958,814903
1170343,1195748
1147038,1170276
834317,980943
106380,977442
136104,306869
997206,1030741
666060,689059
707777,726294
206865,519222
376435,695299
596073,653168
301409,504103
666060,927370
376435,683141
20371,595720
228806,975105
730413,813048
777209,951273
310482,728794
104977,611004
434374,977442
78086,915531
871124,988793
773674,832970
485193,977442
729067,936792
331031,775729
20371,783786
323095,922697
220952,977442
389296,822843
104977,568114
728794,1132226
228806,541098
246994,1195748
662387,927060
328181,376435
984141,1002305
538418,977945
174010,500133
558177,789296
871202,1200313
383406,596073
297942,310848
602914,923715
333928,685773
519222,591235
141485,434374
596474,697210
555407,787055
88935,727785
823878,1170276
345732,393759
738563,867324
67839,884883
432286,953844
63351,459475
896453,984141
962676,1176803
503953,777397
596073,918553
269179,886073
539005,906707
110486,775284
383406,823803
700490,1113398
639686,732897
627249,1139542
251316,300302
689059,977945
640306,805337
67939,1146586
617298,896453
800571,1196557
412911,871202
141485,1041786
78596,884883
703939,1163520
732934,1083209
427882,896453
144855,323095
817272,1191260
392281,611004
602914,975105
621640,898641
20371,519222
46334,923715
10434,43547
249012,871202
295250,1158271
17565,1200313
557605,986333
306869,756475
418789,1024080
144855,1035512
564059,689059
104977,392281
64135,660310
392281,568114
1073700,1101685
207461,1016504
165007,282810
826955,1151303
935977,1077367
225419,884883
564059,927370
845714,991703
63351,543560
643210,727705
57235,1184108
317033,412911
412911,595720
4946,192682
150734,605123
46334,975105
595720,1163520
897123,1055899
353187,962676
543560,617298
617298,698133
367363,433917
427882,698133
18404,713104
67839,246994
331031,418789
300147,536385
539005,1151303
144855,951273
507080,898641
412911,783786
867324,1212563
697711,739337
246994,871202
17565,703939
459475,617298
683141,1151303
114795,252998
78596,246994
1515,884166
353187,665008
281751,1179685
269359,728794
413584,600291
95906,928589
674226,777397
106380,1042017
219797,1079550
323095,1046485
180669,930988
204975,1083209
666060,977945
665957,1195748
327240,1063126
27744,933048
17743,378951
707777,1151303
383406,434374
988586,1147313
225419,246994
967246,1151303
563573,1056042
246181,918553
434374,1042017
412911,519222
660310,753549
889198,921922
871202,1170343
186384,813521
413584,538418
317339,653168
858754,1218616
536385,651055
203377,975781
249012,519222
485193,1042017
786668,1015253
383406,1041786
716113,787055
220952,1042017
889119,1159680
515875,609608
728794,1023494
429726,580720
21073,392202
743096,1097190
2149,719416
500039,787055
246181,977442
56896,1179685
621640,944400
331031,753549
428253,826955
80583,450904
884883,1200313
432286,500039
160698,432286
32722,1185849
203377,1144370
598072,640306
579374,611004
65431,797595
328181,984141
565684,1059233
525270,539005
17565,249012
538418,600291
443797,1059233
878708,1144370
65468,1182794
842394,927706
492859,749709
75114,632627
692449,947686
413584,565083
543560,1073700
203377,383406
1023494,1199587
1146586,1191260
317339,918553
480850,1184158
246994,519222
519222,871202
582380,1158983
897123,1001047
281751,977442
690565,740331
67839,1200313
886073,1191260
511436,558732
525270,1101685
63351,427882
507080,944400
849705,928300
564059,977945
64135,773674
665957,871202
817272,886073
180669,1001436
401549,440753
1001047,1055899
78596,1200313
933048,1097340
1062170,1151303
777397,918553
418789,730413
519222,595720
826955,1002305
640306,832970
225419,317033
598072,773674
783786,1014258
538418,564059
85149,665008
76617,1083209
867324,927370
428253,1155623
418025,906707
260599,1212452
165007,1155623
328181,428253
453498,474985
300302,783266
284669,575124
641362,1157004
439649,923715
506713,536385
519222,783786
67839,703939
791724,906707
56896,977442
1515,1147038
1187888,1197762
315124,777397
141485,1179685
777397,977442
539005,543560
205818,338594
538418,565083
543560,1062170
525890,543254
651055,1199587
282810,906707
591235,665957
418789,805337
244133,823803
159489,579522
40654,134961
78596,703939
621640,1040368
653168,823803
439649,975105
543560,726294
106380,485193
67939,738563
878708,1041786
459475,984141
138251,1098727
57132,1027388
298498,665008
435482,904969
707777,1002305
225419,703939
5585,923715
106380,777397
617298,683141
418025,1151303
78790,418789
823803,975781
840957,900995
427882,683141
434374,485193
136104,1010448
170051,615011
437644,1185988
345732,1163520
884883,1170343
203377,281751
805337,832970
366864,1140698
927370,1212563
41182,1134633
608062,1163520
428253,617298
165007,617298
220952,485193
150031,609608
507080,1040368
580720,1035512
85149,298498
193089,722341
344706,475036
63351,1101685
823803,1144370
282810,1151303
468521,1216934
5585,975105
485193,777397
483874,1083469
244133,975781
67839,249012
106380,878708
773674,775729
653168,975781
67839,1170343
141485,977442
400589,1054506
2602,983230
59153,130417
78283,1141883
691871,741520
281751,1042017
434374,878708
78596,249012
1073700,1155623
244133,1144370
962676,1097340
78596,1170343
204975,626577
653168,1144370
504103,975781
823803,1041786
17565,393759
602914,953844
485193,878708
813048,1024080
383406,1179685
565083,689059
220952,878708
67839,608062
244133,383406
660310,1024080
817272,1146586
354546,1191811
328181,418025
172216,443797
565083,927370
225419,249012
752683,1182800
616706,1212158
504103,1144370
639592,1188973
867324,977945
484022,922697
564059,600291
953844,975105
903612,1130803
482926,937289
78596,608062
156659,968212
172425,985790
46334,953844
203377,839281
653168,1041786
1515,1168566
27744,353187
328181,896453
54240,145821
56896,1042017
555407,602914
730413,773674
301409,653168
557800,578637
418025,459475
784920,853153
269179,666060
935908,989523
345732,412911
122627,420150
621640,628213
269179,738563
428253,1073700
165007,1073700
427882,539005
591235,1170343
661869,963983
525270,826955
427882,525270
194519,1220321
310482,536385
760951,925773
695891,802681
180669,451162
592549,901116
282810,459475
507080,621640
184570,275791
225419,591235
228806,500039
67939,867324
178591,1013285
1010776,1139993
975781,1179685
434374,503953
301409,918553
564059,565083
418025,543560
591235,608062
162979,767524
695299,826955
600291,817272
251316,1028923
738563,927370
541098,555407
76617,626577
356571,858133
220952,503953
17565,345732
203377,653168
691545,906236
173105,716877
1023494,1059128
1041786,1179685
353187,783266
16302,901759
757934,778474
383389,1133820
244133,281751
282810,543560
141485,1042017
422358,1115088
428253,1062170
878708,1179685
654519,1197762
165007,1062170
295236,618855
484022,1046485
101197,1175055
975810,997494
67839,393759
428253,726294
281751,485193
165007,726294
12950,351669
555407,769399
833113,1103227
543560,698133
565083,977945
28319,302098
20371,884883
527144,1191260
281751,777397
246181,878708
78596,393759
572601,859218
1064627,1192325
413584,817272
525270,967246
886073,1146586
525270,791724
695299,1155623
158102,1126053
225419,1195748
63351,826955
459475,698133
823803,839281
598072,1024080
604087,922697
975781,977442
660310,730413
811675,1000678
500039,602914
27744,1097340
42401,1059233
269359,536385
56896,485193
281751,878708
667684,1092459
623853,1174020
694312,999824
640306,775729
541098,840632
331031,730413
41532,602555
923715,975105
244133,839281
39516,101601
653168,839281
160327,299623
726294,967246
660310,805337
400589,484022
121265,960993
12242,981309
439649,953844
20371,246994
674226,1144370
429726,1046485
950233,966706
75266,179921
269179,867324
595720,665957
538418,817272
393759,591235
315124,504103
871202,1163520
698133,1155623
543560,1002305
418025,427882
85149,783266
383406,1042017
504103,839281
400589,604087
856092,863209
63351,1155623
160698,716113
738563,977945
35637,510180
683141,707777
56896,878708
777397,878708
412911,884883
906707,984141
459475,1002305
67839,345732
36548,402143
1165852,1180742
694312,977821
289799,556300
